blockfacename,paidparkingarea,avg_occupancy,peak_hour_occupancy,spaces,hours_over_target,hours_under_target,hours_on_target,mean_adjustment,max_adjustment,min_adjustment,peak_hour,primary_action,paidparkingsubarea,lat,lon,time_limit,n_meters
2ND AVE S BETWEEN S JACKSON ST AND S KING ST,Pioneer Square,0.632,0.724,21.0,0,7,3,-0.325,0.0,-1.5,12,decrease,Edge,47.598768815,-122.33157309,120.0,2
2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,Pioneer Square,0.527,0.687,11.0,0,10,0,-0.775,-0.25,-2.0,17,decrease,Core,47.599625015,-122.331573495,120.0,2
2ND AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,Pioneer Square,0.364,0.421,23.0,0,10,0,-1.5,-1.25,-2.0,17,decrease,Core,47.600449235,-122.33156853,120.0,2
3RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,Pioneer Square,0.375,0.515,2.0,0,10,0,-1.375,-0.75,-2.0,17,decrease,Edge,47.59942516,-122.33021365,120.0,1
3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,Pioneer Square,0.298,0.407,6.0,0,10,0,-1.75,-1.25,-2.0,12,decrease,Edge,47.60128705,-122.330256355,120.0,2
4TH AVE BETWEEN DILLING WAY AND JEFFERSON ST,Pioneer Square,0.414,0.8,1.0,0,8,2,-1.0,0.0,-2.0,15,decrease,Edge,47.60241664,-122.32943221,120.0,1
ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,Pioneer Square,0.613,0.699,6.0,0,10,0,-0.475,-0.25,-1.5,11,decrease,Edge,47.59873136,-122.33541746,120.0,1
ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,Pioneer Square,0.238,0.39,4.0,0,10,0,-1.925,-1.5,-2.0,17,decrease,Edge,47.60045004,-122.33545189,120.0,1
ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,Pioneer Square,0.616,0.847,2.0,0,6,4,-0.5,0.0,-2.0,12,decrease,Edge,47.60129626,-122.33564153,120.0,1
CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,Pioneer Square,0.248,0.362,15.0,0,10,0,-1.925,-1.5,-2.0,11,decrease,Core,47.602808550000006,-122.33369145,120.0,2
CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,Pioneer Square,0.275,0.332,11.0,0,10,0,-1.925,-1.75,-2.0,10,decrease,Core,47.603260345,-122.33261571,120.0,2
JAMES ST BETWEEN 2ND AVE AND 3RD AVE,Pioneer Square,0.251,0.296,9.0,0,10,0,-2.0,-2.0,-2.0,16,decrease,Core,47.60254385,-122.33194851,120.0,2
JAMES ST BETWEEN YESLER WAY AND 2ND AVE,Pioneer Square,0.291,0.363,14.0,0,10,0,-1.85,-1.5,-2.0,17,decrease,Core,47.602086565,-122.333040155,120.0,2
OCCIDENTAL AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,Pioneer Square,0.028,0.062,7.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,Edge,47.59388824,-122.33311897,30.0,1
OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,Pioneer Square,0.691,0.812,11.0,0,4,6,-0.275,0.0,-1.75,13,decrease,Edge,47.59872578,-122.33288004,120.0,2
OCCIDENTAL AVE S BETWEEN S KING W ST AND S CHARLES ST,Pioneer Square,0.222,0.278,11.0,0,10,0,-2.0,-2.0,-2.0,14,decrease,Edge,47.596753265,-122.33325619,120.0,2
OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,Pioneer Square,0.324,0.449,11.0,0,10,0,-1.575,-1.25,-2.0,13,decrease,Core,47.60129296,-122.33287524,120.0,2
POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,Pioneer Square,0.537,0.689,15.0,0,10,0,-0.725,-0.25,-2.0,12,decrease,Edge,47.60243168,-122.334990755,120.0,2
PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,Pioneer Square,0.138,0.282,5.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,Edge,47.60133244,-122.32957293,120.0,1
S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,0.63,0.762,15.0,0,5,5,-0.35,0.0,-1.75,12,decrease,Edge,47.59920043,-122.33482695,120.0,2
S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,Pioneer Square,0.591,0.729,6.0,0,9,1,-0.525,0.0,-2.0,13,decrease,Edge,47.59822243,-122.3337043,120.0,1
S KING ST BETWEEN 2ND AVE S AND 3RD AVE S,Pioneer Square,0.476,0.581,19.0,0,10,0,-1.025,-0.5,-1.75,14,decrease,Edge,47.59828969,-122.33100468,120.0,2
S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,0.603,0.727,7.0,0,7,3,-0.475,0.0,-1.75,16,decrease,Edge,47.59821882,-122.33481248,120.0,1
S KING ST BETWEEN OCCIDENTAL E AVE S AND 2ND AVE S,Pioneer Square,0.591,0.697,12.0,0,10,0,-0.55,-0.25,-1.75,13,decrease,Edge,47.598291450000005,-122.332251395,120.0,2
S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,Pioneer Square,0.303,0.394,15.0,0,10,0,-1.725,-1.5,-2.0,13,decrease,Core,47.600042695,-122.33287512,120.0,2
S MAIN ST BETWEEN 2ND AV ET S AND 4TH AVE S,Pioneer Square,0.334,0.472,2.0,0,10,0,-1.6,-1.0,-2.0,15,decrease,Edge,47.60011043,-122.32963229,120.0,1
S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,Pioneer Square,0.522,0.644,4.0,0,10,0,-0.775,-0.25,-1.75,17,decrease,Edge,47.60010473,-122.33111008,120.0,1
S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,0.525,0.72,10.0,0,8,2,-0.775,0.0,-2.0,12,decrease,Edge,47.600045325,-122.334886345,120.0,2
S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,Pioneer Square,0.527,0.707,3.0,0,8,2,-0.675,0.0,-2.0,13,decrease,Core,47.600887835,-122.333500325,120.0,2
S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,Pioneer Square,0.428,0.505,9.0,0,10,0,-1.2,-0.75,-2.0,15,decrease,Edge,47.60087905,-122.329636545,120.0,2
S WASHINGTON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,0.534,0.643,5.0,0,10,0,-0.7,-0.25,-2.0,12,decrease,Edge,47.60093944,-122.33489185,120.0,1
S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,Pioneer Square,0.321,0.429,7.0,0,10,0,-1.7,-1.25,-2.0,16,decrease,Core,47.60081755,-122.33232649,120.0,1
WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,Pioneer Square,0.484,0.578,16.0,0,10,0,-0.925,-0.5,-2.0,17,decrease,Edge,47.602328215,-122.33562517,120.0,2
YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,Pioneer Square,0.198,0.281,6.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,Core,47.60165556,-122.33344092,120.0,1
YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,Pioneer Square,0.36,0.568,3.0,0,10,0,-1.375,-0.5,-2.0,14,decrease,Core,47.60165661,-122.33240274,120.0,1
YESLER WAY BETWEEN WESTERN AVE AND POST AVE,Pioneer Square,0.868,0.975,2.0,8,1,1,0.225,0.5,-0.75,14,increase,Edge,47.60167339,-122.33524263,120.0,1
12TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST,Roosevelt,0.262,0.352,6.0,0,12,0,-1.875,-1.5,-2.0,18,decrease,,47.67537128,-122.31575129,240.0,1
BROOKLYN AVE NE BETWEEN NE 65TH ST AND NE 66TH ST,Roosevelt,0.293,0.408,4.0,0,12,0,-1.771,-1.25,-2.0,18,decrease,,47.67616419,-122.31440402,240.0,1
NE 63RD ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,Roosevelt,0.076,0.132,10.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,,47.67409384,-122.31648828,240.0,1
NE 64TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,Roosevelt,0.488,0.652,15.0,0,12,0,-0.938,-0.25,-2.0,11,decrease,,47.674982725,-122.31805138,240.0,2
NE 64TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,Roosevelt,0.292,0.373,7.0,0,12,0,-1.812,-1.5,-2.0,14,decrease,,47.67497945,-122.316500365,240.0,2
NE 66TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,Roosevelt,0.257,0.386,6.0,0,12,0,-1.896,-1.5,-2.0,18,decrease,,47.67654735,-122.31501549,240.0,1
NE 66TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,Roosevelt,0.214,0.277,9.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,,47.6765921,-122.31678499,240.0,1
ROOSEVELT WAY NE BETWEEN NE 63RD ST AND NE 64TH ST,Roosevelt,0.413,0.53,10.0,0,12,0,-1.25,-0.75,-2.0,12,decrease,,47.6745558,-122.31728206,240.0,1
ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,Roosevelt,0.659,0.819,8.0,0,6,6,-0.354,0.0,-1.75,14,decrease,,47.67538932,-122.31727794,240.0,1
8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,South Lake Union,0.493,0.619,40.0,0,10,0,-0.85,-0.25,-2.0,13,decrease,North,47.62818988,-122.340988045,600.0,2
8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.2,0.248,12.0,0,10,0,-2.0,-2.0,-2.0,10,decrease,South,47.62265973,-122.341060695,120.0,2
8TH AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,0.196,0.289,34.0,0,10,0,-2.0,-2.0,-2.0,11,decrease,South,47.62032526,-122.34108331,120.0,2
8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,South Lake Union,0.318,0.466,24.0,0,10,0,-1.7,-1.0,-2.0,10,decrease,South,47.623907615,-122.341051455,600.0,2
8TH AVE N BETWEEN ROY ST AND VALLEY ST,South Lake Union,0.59,0.713,15.0,0,8,2,-0.525,0.0,-1.5,12,decrease,North,47.625844455,-122.341031765,600.0,2
8TH AVE N BETWEEN VALLEY ST AND ALOHA ST,South Lake Union,0.55,0.716,17.0,0,9,1,-0.7,0.0,-2.0,13,decrease,North,47.626678745,-122.341024155,600.0,2
9TH AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,0.309,0.405,13.0,0,10,0,-1.725,-1.25,-2.0,12,decrease,South,47.61912274,-122.33968381,600.0,1
9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.156,0.232,11.0,0,10,0,-2.0,-2.0,-2.0,10,decrease,South,47.62261473,-122.33966666,120.0,1
9TH AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,0.204,0.303,10.0,0,10,0,-1.975,-1.75,-2.0,11,decrease,South,47.62029437,-122.33968445,120.0,1
9TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,South Lake Union,0.226,0.462,2.0,0,10,0,-1.775,-1.0,-2.0,13,decrease,South,47.62387194,-122.33965677,600.0,1
9TH AVE N BETWEEN ROY ST AND WESTLAKE AVE N,South Lake Union,0.755,0.927,5.0,3,2,5,-0.15,0.25,-1.75,14,hold,North,47.62609289,-122.33958113,600.0,1
9TH AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,0.236,0.28,4.0,0,10,0,-2.0,-2.0,-2.0,9,decrease,South,47.62144373,-122.33986607,120.0,1
ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,0.486,0.655,15.0,0,10,0,-0.9,-0.25,-2.0,12,decrease,North,47.62720712,-122.34036244,600.0,1
ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,South Lake Union,0.331,0.459,12.0,0,10,0,-1.6,-1.0,-2.0,12,decrease,North,47.62714097,-122.34286821,600.0,2
ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,0.328,0.568,16.0,0,10,0,-1.575,-0.5,-2.0,12,decrease,North,47.62713603500001,-122.34165907,600.0,2
ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,South Lake Union,0.547,0.701,19.0,0,9,1,-0.725,0.0,-2.0,11,decrease,North,47.62685924,-122.33161919,600.0,2
ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,0.231,0.304,7.0,0,10,0,-1.95,-1.75,-2.0,11,decrease,North,47.6269241,-122.33007554,120.0,1
BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,0.549,0.691,5.0,0,10,0,-0.675,-0.25,-1.5,13,decrease,South,47.61912326,-122.335871265,600.0,2
BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.284,0.41,33.0,0,10,0,-1.75,-1.25,-2.0,12,decrease,South,47.62260781,-122.33584278,600.0,2
BOREN AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,0.24,0.314,17.0,0,10,0,-1.95,-1.75,-2.0,11,decrease,South,47.620276790000005,-122.335861815,120.0,2
BOREN AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,South Lake Union,0.237,0.344,12.0,0,10,0,-1.975,-1.75,-2.0,9,decrease,South,47.623868315,-122.335830585,120.0,2
BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,0.136,0.345,5.0,0,10,0,-1.95,-1.75,-2.0,10,decrease,South,47.62142499,-122.335852415,120.0,2
DENNY LOWER WAY BETWEEN STEWART ST AND EASTLAKE AVE,South Lake Union,0.011,0.11,5.0,0,10,0,-2.0,-2.0,-2.0,17,decrease,South,47.61857744,-122.32979337,120.0,1
DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,South Lake Union,0.374,0.558,12.0,0,10,0,-1.475,-0.5,-2.0,13,decrease,North,47.627581705,-122.342322665,120.0,2
DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,South Lake Union,0.228,0.39,16.0,0,10,0,-1.9,-1.5,-2.0,12,decrease,North,47.63097942,-122.34229257,120.0,2
DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,0.072,0.142,5.0,0,10,0,-2.0,-2.0,-2.0,13,decrease,South,47.61913113,-122.342396815,120.0,2
DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.202,0.302,5.0,0,10,0,-1.975,-1.75,-2.0,17,decrease,South,47.62263094,-122.34221647,120.0,1
DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,South Lake Union,0.242,0.367,11.0,0,10,0,-1.925,-1.5,-2.0,13,decrease,North,47.630143445,-122.342299845,120.0,2
DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,0.098,0.151,16.0,0,10,0,-2.0,-2.0,-2.0,17,decrease,South,47.620304005,-122.34238672,120.0,2
DEXTER AVE N BETWEEN LEE ST AND GALER ST,South Lake Union,0.174,0.224,16.0,0,10,0,-2.0,-2.0,-2.0,13,decrease,North,47.63183628,-122.342285315,120.0,2
DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,South Lake Union,0.27,0.387,11.0,0,10,0,-1.8,-1.5,-2.0,12,decrease,North,47.629295125,-122.34230743,120.0,2
DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,0.087,0.246,3.0,0,10,0,-2.0,-2.0,-2.0,9,decrease,South,47.62379307,-122.34251847,120.0,1
DEXTER AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,0.09,0.158,8.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.62147617,-122.342376625,120.0,2
DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,South Lake Union,0.217,0.376,2.0,0,10,0,-1.85,-1.5,-2.0,17,decrease,North,47.62670217,-122.34220881,600.0,1
DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,South Lake Union,0.288,0.43,17.0,0,10,0,-1.775,-1.25,-2.0,12,decrease,North,47.628445715,-122.342314995,120.0,2
E BLAINE ST BETWEEN FAIRVIEW AVE E AND EASTLAKE AVE E,South Lake Union,0.286,0.466,24.0,0,10,0,-1.65,-1.0,-2.0,11,decrease,North,47.63486592,-122.32607078,240.0,2
E NELSON PL BETWEEN EASTLAKE AVE E AND DEAD END,South Lake Union,0.402,0.613,6.0,0,10,0,-1.175,-0.25,-2.0,12,decrease,North,47.63045041,-122.327308315,600.0,2
EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,South Lake Union,0.549,0.76,9.0,0,6,4,-0.625,0.0,-2.0,13,decrease,North,47.6273401,-122.32936627,600.0,1
EASTLAKE AVE E BETWEEN DENNY LOWER WAY AND STEWART ST,South Lake Union,0.043,0.075,12.0,0,10,0,-2.0,-2.0,-2.0,17,decrease,South,47.61913534,-122.32925328,600.0,1
EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,South Lake Union,0.379,0.531,25.0,0,10,0,-1.35,-0.75,-2.0,12,decrease,North,47.63131028,-122.326697305,600.0,2
EASTLAKE AVE E BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.032,0.07,10.0,0,10,0,-2.0,-2.0,-2.0,15,decrease,South,47.62252079,-122.32927427,120.0,1
EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST,South Lake Union,0.185,0.289,12.0,0,10,0,-2.0,-2.0,-2.0,9,decrease,North,47.62599666,-122.32935349,120.0,1
EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,South Lake Union,0.536,0.725,28.0,0,7,3,-0.7,0.0,-2.0,11,decrease,North,47.62963109,-122.328662375,600.0,2
EASTLAKE AVE E BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,0.032,0.061,4.0,0,10,0,-2.0,-2.0,-2.0,15,decrease,South,47.62369838,-122.32928164,120.0,1
EASTLAKE AVE E BETWEEN STEWART ST AND THOMAS ST,South Lake Union,0.02,0.045,14.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.62021914,-122.32926393,120.0,1
EASTLAKE AVE E BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,0.047,0.103,9.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.6213762,-122.32922659,120.0,1
EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,South Lake Union,0.585,0.743,10.0,0,7,3,-0.55,0.0,-2.0,12,decrease,North,47.62823632,-122.32938631,600.0,1
FAIRVIEW AVE E BETWEEN E GARFIELD ST AND E BLAINE ST,South Lake Union,0.281,0.541,4.0,0,10,0,-1.625,-0.75,-2.0,11,decrease,North,47.63436135,-122.32687003,240.0,1
FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,0.239,0.362,3.0,0,10,0,-1.875,-1.5,-2.0,11,decrease,South,47.61911853,-122.33419318,120.0,1
FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.165,0.304,15.0,0,10,0,-1.975,-1.75,-2.0,12,decrease,South,47.62261088,-122.33443905,120.0,1
FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,0.257,0.368,13.0,0,10,0,-1.875,-1.5,-2.0,12,decrease,South,47.62024125,-122.33419944,600.0,1
FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,0.132,0.245,26.0,0,10,0,-2.0,-2.0,-2.0,13,decrease,South,47.62141325,-122.334317615,600.0,2
FAIRVIEW NR AVE N BETWEEN YALE AVE N AND DEAD END,South Lake Union,0.306,0.46,23.0,0,10,0,-1.6,-1.0,-2.0,17,decrease,North,47.62923993,-122.33049132,120.0,1
HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,0.275,0.396,11.0,0,10,0,-1.8,-1.5,-2.0,10,decrease,South,47.62204602,-122.340428445,600.0,2
HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,0.205,0.266,10.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.62204378,-122.339136245,120.0,2
HARRISON ST BETWEEN AURORA AVE N AND DEXTER AVE N,South Lake Union,0.159,0.475,6.0,0,10,0,-1.9,-1.0,-2.0,17,decrease,South,47.62214055,-122.34302665,600.0,1
HARRISON ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,South Lake Union,0.23,0.354,8.0,0,10,0,-1.925,-1.5,-2.0,11,decrease,South,47.62209926,-122.33513202,600.0,1
HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,0.206,0.281,10.0,0,10,0,-2.0,-2.0,-2.0,10,decrease,South,47.62205344,-122.34169418,600.0,2
HARRISON ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,0.072,0.104,4.0,0,10,0,-2.0,-2.0,-2.0,11,decrease,South,47.62205537,-122.33364073,120.0,1
HARRISON ST BETWEEN MINOR AVE N AND PONTIUS AVE N,South Lake Union,0.054,0.091,15.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.621969505,-122.332366435,120.0,2
HARRISON ST BETWEEN PONTIUS AVE N AND YALE AVE N,South Lake Union,0.138,0.196,11.0,0,10,0,-2.0,-2.0,-2.0,16,decrease,South,47.62196995,-122.33107625,120.0,2
HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,0.307,0.412,5.0,0,10,0,-1.775,-1.25,-2.0,12,decrease,South,47.622038765,-122.337779375,120.0,2
HARRISON ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,0.175,0.233,10.0,0,10,0,-2.0,-2.0,-2.0,14,decrease,South,47.62192424,-122.329809,120.0,1
JOHN ST BETWEEN 7TH NB AVE N AND DEXTER AVE N,South Lake Union,0.185,0.335,7.0,0,10,0,-1.975,-1.75,-2.0,10,decrease,South,47.619726285,-122.342997875,600.0,2
JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,0.146,0.192,30.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.6197113,-122.340461765,600.0,2
JOHN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,0.276,0.324,8.0,0,10,0,-1.95,-1.75,-2.0,17,decrease,South,47.619705095,-122.33908951,600.0,2
JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,0.051,0.078,25.0,0,10,0,-2.0,-2.0,-2.0,17,decrease,South,47.619721035,-122.34167949,120.0,2
JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,0.173,0.218,16.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.61966339,-122.33362238,120.0,2
JOHN ST BETWEEN MINOR AVE N AND PONTIUS E AVE N,South Lake Union,0.084,0.119,18.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.61966574,-122.332591525,120.0,2
JOHN ST BETWEEN PONTIUS E AVE N AND YALE AVE N,South Lake Union,0.102,0.167,13.0,0,10,0,-2.0,-2.0,-2.0,9,decrease,South,47.619666885,-122.331066115,120.0,2
JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,0.393,0.42,7.0,0,10,0,-1.4,-1.25,-1.5,15,decrease,South,47.61970292,-122.337826975,600.0,2
JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,0.167,0.232,15.0,0,10,0,-2.0,-2.0,-2.0,11,decrease,South,47.61967868,-122.32983383,120.0,2
MERCER NR ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,0.104,0.137,7.0,0,10,0,-2.0,-2.0,-2.0,14,decrease,South,47.62467469,-122.34044917,600.0,1
MERCER NR ST BETWEEN TERRY AVE N AND BOREN AVE N,South Lake Union,0.316,0.387,6.0,0,10,0,-1.75,-1.5,-2.0,16,decrease,South,47.62473843,-122.33650821,600.0,1
MERCER NR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,0.453,0.591,6.0,0,10,0,-1.075,-0.5,-2.0,14,decrease,South,47.6247452,-122.33777132,600.0,1
MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,0.175,0.281,4.0,0,10,0,-2.0,-2.0,-2.0,11,decrease,South,47.62445789,-122.34041685,600.0,1
MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,0.215,0.395,4.0,0,10,0,-1.9,-1.5,-2.0,12,decrease,South,47.62446547,-122.33917374,120.0,1
MERCER SR ST BETWEEN TERRY AVE N AND BOREN AVE N,South Lake Union,0.624,0.842,2.0,0,7,3,-0.475,0.0,-1.25,11,decrease,South,47.62447169,-122.33659908,600.0,1
MERCER SR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,0.328,0.514,4.0,0,10,0,-1.575,-0.75,-2.0,11,decrease,South,47.62446799,-122.33783456,600.0,1
MERCER ST BETWEEN MERCER SR ST AND MINOR AVE N,South Lake Union,0.2,0.275,2.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.62422099,-122.33342324,600.0,1
MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,South Lake Union,0.067,0.097,10.0,0,10,0,-2.0,-2.0,-2.0,9,decrease,South,47.624264825,-122.33238933,120.0,2
MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,South Lake Union,0.076,0.102,15.0,0,10,0,-2.0,-2.0,-2.0,10,decrease,South,47.62427101,-122.33107733,120.0,2
MERCER ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,0.056,0.099,13.0,0,10,0,-2.0,-2.0,-2.0,10,decrease,South,47.62427976,-122.32981917,120.0,2
MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,0.213,0.297,20.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.61909987,-122.33297648,600.0,2
MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.086,0.146,25.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.62254136,-122.332990425,600.0,2
MINOR AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,0.272,0.403,13.0,0,10,0,-1.725,-1.25,-2.0,12,decrease,South,47.620248735,-122.33298112,600.0,2
MINOR AVE N BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,0.112,0.185,17.0,0,10,0,-2.0,-2.0,-2.0,10,decrease,South,47.62371014,-122.333003415,600.0,2
MINOR AVE N BETWEEN ROY ST AND VALLEY ST,South Lake Union,0.327,0.411,21.0,0,10,0,-1.6,-1.25,-2.0,12,decrease,North,47.62553492,-122.33256573,600.0,2
MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,0.085,0.117,42.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,South,47.621397665,-122.33298779,600.0,2
MINOR AVE N BETWEEN VALLEY ST AND ALOHA ST,South Lake Union,0.59,0.736,10.0,0,8,2,-0.525,0.0,-1.25,12,decrease,North,47.6264104,-122.33247238,600.0,1
PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,0.157,0.193,15.0,0,10,0,-2.0,-2.0,-2.0,10,decrease,South,47.62251895,-122.33181611,600.0,1
