paidparkingarea,hour_of_day,day_of_week,avg_occupancy_rate
University District,13,2,0.3609130823426359
University District,13,3,0.3715457784439196
University District,13,4,0.3765252923289348
University District,13,5,0.4015322995758095
University District,14,0,0.3038648266502072
University District,14,1,0.32491773345032876
University District,14,2,0.3500273575635144
University District,14,3,0.36598848246615795
University District,14,4,0.38660786058769875
University District,14,5,0.36924922713562913
University District,15,0,0.2903811218249931
University District,15,1,0.3051350402452852
University District,15,2,0.3138543419743813
University District,15,3,0.33645472972874496
University District,15,4,0.3483965473474297
University District,15,5,0.3480888696864696
University District,16,0,0.2541717609264035
University District,16,1,0.2693593052017553
University District,16,2,0.2900476210454153
University District,16,3,0.30850512318613127
University District,16,4,0.30501747879450497
University District,16,5,0.30788078693606835
University District,17,0,0.2652724586566727
University District,17,1,0.2687967597391477
University District,17,2,0.29745600356517937
University District,17,3,0.30970416427028047
University District,17,4,0.3197531684437163
University District,17,5,0.2966791483972849
University District,18,0,0.2672986819531688
University District,18,1,0.2896198223952394
University District,18,2,0.3278433585035066
University District,18,3,0.34069609178539184
University District,18,4,0.3842977317440025
University District,18,5,0.3318597105113005
University District,19,0,0.2728375312554277
University District,19,1,0.3247465404098524
University District,19,2,0.3703285634496094
University District,19,3,0.37023198873682217
University District,19,4,0.37516238191893886
University District,19,5,0.31460832333875033
Uptown,8,0,0.1361730308052336
Uptown,8,1,0.1095518077073577
Uptown,8,2,0.1239157025489583
Uptown,8,3,0.12575634576347897
Uptown,8,4,0.14787134438780808
Uptown,8,5,0.08864850701365937
Uptown,9,0,0.20968722253408187
Uptown,9,1,0.18245273001411708
Uptown,9,2,0.20270405254326013
Uptown,9,3,0.19704324550443372
Uptown,9,4,0.21253933001606223
Uptown,9,5,0.16827400480756544
Uptown,10,0,0.24820090322107563
Uptown,10,1,0.2554593648892882
Uptown,10,2,0.26445195841073704
Uptown,10,3,0.27932183126576254
Uptown,10,4,0.26966716896297555
Uptown,10,5,0.2652487171247829
Uptown,11,0,0.286079469507161
Uptown,11,1,0.30540640688490645
Uptown,11,2,0.3018026908007456
Uptown,11,3,0.30630928587745104
Uptown,11,4,0.2877975807347216
Uptown,11,5,0.3201794804565038
Uptown,12,0,0.28927980952301197
Uptown,12,1,0.29784373251926805
Uptown,12,2,0.2971718270128089
Uptown,12,3,0.2925895561040313
Uptown,12,4,0.2940780308711474
Uptown,12,5,0.3531993401405839
Uptown,13,0,0.2772186192358382
Uptown,13,1,0.30970116744993853
Uptown,13,2,0.2977701863652714
Uptown,13,3,0.2701186000519138
Uptown,13,4,0.2838393737678548
Uptown,13,5,0.3837119261278833
Uptown,14,0,0.261117187976126
Uptown,14,1,0.30448396709570313
Uptown,14,2,0.27899236142381373
Uptown,14,3,0.2561361244656682
Uptown,14,4,0.28576556279661247
Uptown,14,5,0.40419523233107
Uptown,15,0,0.2683284492832188
Uptown,15,1,0.3175406512545518
Uptown,15,2,0.2900231841333185
Uptown,15,3,0.2719949878866873
Uptown,15,4,0.3217445412839223
Uptown,15,5,0.41161672134472604
Uptown,16,0,0.2825267165247167
Uptown,16,1,0.34173601285583943
Uptown,16,2,0.3074051637455708
Uptown,16,3,0.29650338993281933
Uptown,16,4,0.3517547286377535
Uptown,16,5,0.4360188378956307
Uptown,17,0,0.2933369117857983
Uptown,17,1,0.3435664131435061
Uptown,17,2,0.35925056678066536
Uptown,17,3,0.3387862744380523
Uptown,17,4,0.3873476861387872
Uptown,17,5,0.4423167301100687
Uptown,18,0,0.2966519247540288
Uptown,18,1,0.3950786169342735
Uptown,18,2,0.448738995992352
Uptown,18,3,0.44441534543508066
Uptown,18,4,0.46979697337966836
Uptown,18,5,0.4840729722475997
Uptown,19,0,0.2719756990943289
Uptown,19,1,0.47527813927608364
Uptown,19,2,0.5482060440253903
Uptown,19,3,0.5239432012248497
Uptown,19,4,0.5434375654600877
Uptown,19,5,0.5315544183148426
Uptown,20,0,0.004101640765483366
Uptown,20,1,0.16644316736300224
Uptown,20,2,0.179787197568732
Uptown,20,3,0.13908753228628443
Uptown,20,4,0.1732567607813088
Uptown,20,5,0.007988314264893106
Uptown,21,0,0.0
Uptown,21,1,0.13107380209483838
Uptown,21,2,0.12952253519322077
Uptown,21,3,0.07826858613598678
Uptown,21,4,0.1386349465421119
Uptown,21,5,0.0
Uptown Triangle,8,0,0.1911064916871855
Uptown Triangle,8,1,0.17920997414964232
Uptown Triangle,8,2,0.39795863785079677
Uptown Triangle,8,3,0.3857847373005744
Uptown Triangle,8,4,0.3376247873683771
Uptown Triangle,8,5,0.3466316465977718
Uptown Triangle,9,0,0.301772207458482
Uptown Triangle,9,1,0.298374573585735
Uptown Triangle,9,2,0.481250720277441
Uptown Triangle,9,3,0.4724203816963998
Uptown Triangle,9,4,0.3440226925747288
Uptown Triangle,9,5,0.3695176055541181
Uptown Triangle,10,0,0.4418025421871576
Uptown Triangle,10,1,0.43307521649904757
Uptown Triangle,10,2,0.5320618740749491
Uptown Triangle,10,3,0.5622833520872736
Uptown Triangle,10,4,0.463528245398532
Uptown Triangle,10,5,0.4199561109504441
Uptown Triangle,11,0,0.540611829654062
Uptown Triangle,11,1,0.5695486654008524
Uptown Triangle,11,2,0.5622010421997986
Uptown Triangle,11,3,0.6212482205242386
Uptown Triangle,11,4,0.5785983225198911
Uptown Triangle,11,5,0.46081085735911415
Uptown Triangle,12,0,0.5846173121889563
Uptown Triangle,12,1,0.5951977082746314
Uptown Triangle,12,2,0.5876713172718182
Uptown Triangle,12,3,0.6438574031409627
Uptown Triangle,12,4,0.607015993335752
Uptown Triangle,12,5,0.5174145161022989
Uptown Triangle,13,0,0.6186574542155235
Uptown Triangle,13,1,0.5996304031145661
Uptown Triangle,13,2,0.6231321326104627
Uptown Triangle,13,3,0.6385651608879361
Uptown Triangle,13,4,0.6529114648270002
Uptown Triangle,13,5,0.5768951472466195
Uptown Triangle,14,0,0.5867918208265116
Uptown Triangle,14,1,0.6041281075217727
Uptown Triangle,14,2,0.6315158263347119
Uptown Triangle,14,3,0.6466110003063246
Uptown Triangle,14,4,0.6375385376592012
Uptown Triangle,14,5,0.6532078075589599
Uptown Triangle,15,0,0.5142150171486521
Uptown Triangle,15,1,0.5605148248210089
Uptown Triangle,15,2,0.5601941023426941
Uptown Triangle,15,3,0.602874254676668
Uptown Triangle,15,4,0.5885509527063072
Uptown Triangle,15,5,0.681052656537905
Uptown Triangle,16,0,0.45471299411721733
Uptown Triangle,16,1,0.5294104325929363
Uptown Triangle,16,2,0.492260388412806
Uptown Triangle,16,3,0.5085619656584967
Uptown Triangle,16,4,0.5565052477269672
Uptown Triangle,16,5,0.6887578991075838
Uptown Triangle,17,0,0.40554736336787617
Uptown Triangle,17,1,0.4358393570007446
Uptown Triangle,17,2,0.48758032376749955
Uptown Triangle,17,3,0.44134416335019655
Uptown Triangle,17,4,0.5323674655047204
Uptown Triangle,17,5,0.6645361504454218
Westlake Ave N,9,0,0.2178083887543024
Westlake Ave N,9,1,0.2328363336565736
Westlake Ave N,9,2,0.21811560104600053
Westlake Ave N,9,3,0.21857850858509856
Westlake Ave N,9,4,0.1928132433337818
Westlake Ave N,10,0,0.2937949946239552
Westlake Ave N,10,1,0.3071905229276509
Westlake Ave N,10,2,0.2929543081521527
Westlake Ave N,10,3,0.299644699073383
Westlake Ave N,10,4,0.27808031133479283
Westlake Ave N,11,0,0.3311361557430287
Westlake Ave N,11,1,0.34140956926339233
Westlake Ave N,11,2,0.36013781480769297
Westlake Ave N,11,3,0.3567092096464217
Westlake Ave N,11,4,0.3210346138649141
Westlake Ave N,12,0,0.3424024280319841
Westlake Ave N,12,1,0.35353904951080695
Westlake Ave N,12,2,0.39824625028359806
Westlake Ave N,12,3,0.39210493096102905
Westlake Ave N,12,4,0.35812608646295613
Westlake Ave N,13,0,0.3532555761887356
Westlake Ave N,13,1,0.35377810840490276
Westlake Ave N,13,2,0.39952161816117243
Westlake Ave N,13,3,0.41645341742303094
Westlake Ave N,13,4,0.37554438368031884
Westlake Ave N,14,0,0.3461289888396651
Westlake Ave N,14,1,0.3459384964031083
Westlake Ave N,14,2,0.3664819010294613
Westlake Ave N,14,3,0.4056110316449352
Westlake Ave N,14,4,0.3471188938375639
Westlake Ave N,15,0,0.2976973775212911
Westlake Ave N,15,1,0.30692676490011217
Westlake Ave N,15,2,0.3301406603247103
Westlake Ave N,15,3,0.3465983734965332
Westlake Ave N,15,4,0.3085013114656696
