paidparkingarea,hour_of_day,avg_occupancy,occupied_space_hours,target_space_hours,unsold_space_hours,spaces,n_blockfaces,revenue_per_posted_dollar
Pioneer Square,16,0.4456,4.785324777182703,8.489511247628512,3.7766176935943165,10.61188905953564,49,4.79
Pioneer Square,17,0.4228,4.55730251042283,8.510892526587057,4.030332904420583,10.638615658233821,49,4.56
Roosevelt,8,0.1623,1.5267169257152275,7.123010713304644,5.598445512696913,8.903763391630804,9,1.53
Roosevelt,9,0.3078,2.9287549426437134,7.1218369774037145,4.2704630839193465,8.902296221754643,9,2.93
Roosevelt,10,0.4267,4.061084024110574,7.121119546327631,3.2861327397329134,8.90139943290954,9,4.06
Roosevelt,11,0.4838,4.5799381828926675,7.120841335162323,2.825040966219922,8.901051668952903,9,4.58
Roosevelt,12,0.5041,4.759019179575261,7.1203510696653876,2.645401678088012,8.900438837081733,9,4.76
Roosevelt,13,0.48,4.527028748321488,7.119992686717251,2.824086237191843,8.899990858396563,9,4.53
Roosevelt,14,0.4345,4.092022782606558,7.119978056139709,3.1789151592874276,8.899972570174636,9,4.09
Roosevelt,15,0.4029,3.7862447017021643,7.120629114850036,3.441834254931758,8.900786393562546,9,3.79
Roosevelt,16,0.4104,3.824399816917677,7.1203878167017285,3.3992444294929043,8.900484770877162,9,3.82
Roosevelt,17,0.4392,4.096221616194307,7.119882933967442,3.172607567494938,8.8998536674593,9,4.1
Roosevelt,18,0.4495,4.205192967872128,7.118559809924153,3.0927915779262736,8.898199762405191,9,4.21
Roosevelt,19,0.4125,3.7946915038643607,7.118347953216374,3.4488003363722086,8.897934941520468,9,3.79
South Lake Union,8,0.2383,2.9345403272552577,9.92935135753698,7.0336839824438036,12.411689196921225,140,2.93
South Lake Union,9,0.3191,3.925420902175454,9.918438924596872,6.079196004527235,12.39804865574609,140,3.93
South Lake Union,10,0.3543,4.415560896620115,9.91821587657453,5.624011886047453,12.397769845718162,140,4.42
South Lake Union,11,0.3885,4.8471451372547545,9.917812475418863,5.227870903181204,12.397265594273579,140,4.85
South Lake Union,12,0.4034,5.027208451712458,9.91728396275576,5.064793361334869,12.3966049534447,140,5.03
South Lake Union,13,0.3835,4.776501796718248,9.91715580725403,5.288558153699711,12.396444759067537,140,4.78
South Lake Union,14,0.3317,4.066313087695532,9.91730417510669,5.931392369444013,12.396630218883361,140,4.07
South Lake Union,15,0.2866,3.453186112790517,9.93283582825717,6.531350883435299,12.416044785321462,140,3.45
South Lake Union,16,0.2707,3.200052402897261,9.98201556575534,6.8269097495405795,12.477519457194173,140,3.2
South Lake Union,17,0.2605,3.033279470259705,9.984410903356611,6.9952802242196395,12.480513629195764,140,3.03
South Lake Union,18,0.1357,1.8735953201282147,15.898666666666667,14.027404679871784,19.873333333333335,48,1.87
South Lake Union,19,0.0769,1.8461538461538463,19.200000000000003,17.353846153846156,24.0,1,1.85
University District,8,0.1962,2.735704660848315,11.93827956416336,9.207592280179181,14.922849455204199,53,2.74
University District,9,0.3181,4.430412125845389,11.938921629927231,7.545911293334655,14.923652037409038,53,4.43
University District,10,0.389,5.469129831273461,11.938838050649075,6.549936664443454,14.923547563311343,53,5.47
University District,11,0.4386,6.236041793466226,11.938563847473633,5.829468522601989,14.92320480934204,53,6.24
University District,12,0.4501,6.508516466921857,11.938590028327106,5.545340694835627,14.923237535408882,53,6.51
University District,13,0.4614,6.657387420024778,11.938465630277804,5.41227135469784,14.923082037847255,53,6.66
University District,14,0.4401,6.247367300337974,11.938978812826686,5.8051053688039005,14.923723516033357,53,6.25
University District,15,0.4162,6.021321067217395,11.92962751021386,6.040273027961826,14.912034387767324,53,6.02
University District,16,0.3828,5.55579399130332,11.906671993607672,6.450925220664585,14.883339992009589,53,5.56
University District,17,0.371,5.394925208930662,11.90366715562075,6.596644204333163,14.879583944525937,53,5.39
University District,18,0.4222,6.164495913966906,12.034618446491528,6.001047075026779,15.043273058114409,36,6.16
University District,19,0.4532,6.594515291231302,12.034725249729894,5.6314713021812155,15.043406562162367,36,6.59
Uptown,8,0.1852,1.8516471876838443,7.914558071817979,6.084831244475995,9.893197589772473,87,1.85
Uptown,9,0.2887,2.9126538669916857,7.82428453267163,4.962816821052503,9.780355665839537,87,2.91
Uptown,10,0.3808,3.8765429918337393,7.824484437507107,4.070047502590488,9.780605546883884,87,3.88
Uptown,11,0.4291,4.375596257876591,7.824831278357122,3.630307006074789,9.781039097946401,87,4.38
Uptown,12,0.4274,4.340097578683671,7.825480550617999,3.6372631785469087,9.781850688272497,87,4.34
Uptown,13,0.4175,4.256689162952437,7.825987392787021,3.7189491436710176,9.782484240983775,87,4.26
Uptown,14,0.3911,4.003911102658471,7.8267455914711626,3.9537073403919343,9.783431989338952,87,4.0
Uptown,15,0.3794,3.8940818230173946,7.901860587831777,4.130166233493636,9.877325734789721,87,3.89
Uptown,16,0.3785,3.8314711899147222,7.916348343767545,4.1902196883592255,9.895435429709432,87,3.83
Uptown,17,0.4087,4.028593993779374,7.910529214863778,4.002376916673432,9.888161518579722,87,4.03
Uptown,18,0.4758,4.635781434872266,7.909395752793519,3.471020417153368,9.886744690991897,87,4.64
Uptown,19,0.494,4.760707296686663,7.819335141769724,3.283373539575523,9.774168927212154,87,4.76
Uptown Triangle,8,0.387,6.842960706541602,13.475655525368042,6.899874073905148,16.844569406710054,13,6.84
Uptown Triangle,9,0.4876,8.516108221214017,13.475183034587227,5.3956503576284245,16.843978793234033,13,8.52
Uptown Triangle,10,0.5875,10.110857330238568,13.47520666372184,4.016949527000744,16.8440083296523,13,10.11
Uptown Triangle,11,0.6611,11.26654558526406,13.47520666372184,3.124395546169856,16.8440083296523,13,11.27
Uptown Triangle,12,0.6907,11.818457575272195,13.474709742554266,2.7414017573673823,16.84338717819283,13,11.82
Uptown Triangle,13,0.7037,12.048764466899144,13.47590209437295,2.568846022962705,16.844877617966187,13,12.05
Uptown Triangle,14,0.6701,11.310352261782375,13.473240857503153,3.0527505365383054,16.84155107187894,13,11.31
Uptown Triangle,15,0.6041,9.798081424296166,13.47480935274469,4.309184224011229,16.843511690930864,13,9.8
Uptown Triangle,16,0.5448,8.548682613965962,13.472872708950055,5.40100916882735,16.841090886187565,13,8.55
Uptown Triangle,17,0.4851,7.444234291608897,13.468495218923,6.338759595663639,16.83561902365375,13,7.44
