blockfacename,paidparkingarea,hour_of_day,avg_occupancy,spaces_observed,n_observations,spaces,rate_adjustment,action,projected_occupancy,occupancy_change_pts,revenue_delta_per_posted_dollar
CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,15,0.22,6.0,7,12,-2.0,decrease,0.308,8.8,-6.331
CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,16,0.197,6.0,7,12,-2.0,decrease,0.275,7.9,-5.663
CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,17,0.2,5.998819362455726,7,12,-2.0,decrease,0.28,8.0,-5.76
CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,18,0.261,6.0,7,12,-2.0,decrease,0.365,10.4,-7.509
CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,19,0.444,5.997658079625293,7,12,-1.25,decrease,0.555,11.1,-6.989
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,8,0.14,7.5,7,15,-2.0,decrease,0.196,5.6,-5.029
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,9,0.27,7.499409681227863,7,15,-2.0,decrease,0.379,10.8,-9.737
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,10,0.511,7.5,7,15,-0.75,decrease,0.588,7.7,-5.466
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,11,0.543,7.5,7,15,-0.75,decrease,0.624,8.1,-5.803
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,12,0.594,7.5,7,15,-0.5,decrease,0.654,5.9,-4.012
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,13,0.553,7.5,7,15,-0.5,decrease,0.608,5.5,-3.73
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,14,0.582,7.499409681227863,7,15,-0.5,decrease,0.64,5.8,-3.926
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,15,0.446,7.5,7,15,-1.25,decrease,0.558,11.2,-8.784
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,16,0.333,7.5,7,15,-1.75,decrease,0.45,11.7,-10.067
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,17,0.367,7.5,7,15,-1.5,decrease,0.477,11.0,-9.075
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,18,0.408,7.5,7,15,-1.25,decrease,0.51,10.2,-8.028
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,19,0.47,7.5,7,15,-1.0,decrease,0.564,9.4,-7.048
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,8,0.411,2.5,7,5,-1.25,decrease,0.514,10.3,-2.7
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,9,0.55,2.5,7,5,-0.5,decrease,0.606,5.5,-1.239
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,10,0.554,2.5,7,5,-0.5,decrease,0.61,5.5,-1.247
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,11,0.741,2.5,7,5,0.0,hold,0.741,0.0,0.0
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,12,0.832,2.4988290398126467,7,5,0.0,hold,0.832,0.0,0.0
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,13,0.794,2.5,7,5,0.0,hold,0.794,0.0,0.0
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,14,0.66,2.499409681227863,7,5,-0.25,decrease,0.693,3.3,-0.702
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,15,0.703,2.499409681227863,7,5,0.0,hold,0.703,0.0,0.0
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,16,0.701,2.5,7,5,0.0,hold,0.701,0.0,0.0
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,17,0.613,2.5,7,5,-0.25,decrease,0.644,3.1,-0.651
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,18,0.701,2.500590318772137,7,5,0.0,hold,0.701,0.0,0.0
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,19,0.631,2.5,7,5,-0.25,decrease,0.663,3.2,-0.671
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,8,0.16,6.5,7,13,-2.0,decrease,0.224,6.4,-4.994
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,9,0.301,6.4970484061393154,7,13,-1.75,decrease,0.406,10.5,-7.875
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,10,0.36,6.5,7,13,-1.5,decrease,0.468,10.8,-7.72
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,11,0.462,6.4970484061393154,7,13,-1.0,decrease,0.554,9.2,-6.0
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,12,0.521,6.5,7,13,-0.75,decrease,0.599,7.8,-4.826
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,13,0.506,6.5,7,13,-0.75,decrease,0.582,7.6,-4.689
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,14,0.522,6.5,7,13,-0.75,decrease,0.601,7.8,-4.838
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,15,0.485,6.5029515938606846,7,13,-1.0,decrease,0.582,9.7,-6.303
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,16,0.402,6.5,7,13,-1.25,decrease,0.503,10.1,-6.859
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,17,0.422,6.4970484061393154,7,13,-1.25,decrease,0.527,10.5,-7.194
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,18,0.44,6.5,7,13,-1.25,decrease,0.55,11.0,-7.503
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,19,0.367,6.5029515938606846,7,13,-1.5,decrease,0.477,11.0,-7.873
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,8,0.071,7.5,7,15,-2.0,decrease,0.099,2.8,-2.543
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,9,0.133,7.498229043683589,7,15,-2.0,decrease,0.186,5.3,-4.775
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,10,0.182,7.5,7,15,-2.0,decrease,0.254,7.3,-6.543
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,11,0.154,7.5,7,15,-2.0,decrease,0.215,6.1,-5.531
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,12,0.113,7.5,7,15,-2.0,decrease,0.158,4.5,-4.074
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,13,0.182,7.5,7,15,-2.0,decrease,0.254,7.3,-6.537
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,14,0.203,7.5,7,15,-2.0,decrease,0.284,8.1,-7.291
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,15,0.232,7.5,7,15,-2.0,decrease,0.325,9.3,-8.349
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,16,0.218,7.498229043683589,7,15,-2.0,decrease,0.305,8.7,-7.834
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,17,0.187,7.5,7,15,-2.0,decrease,0.262,7.5,-6.743
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,18,0.295,7.5,7,15,-2.0,decrease,0.414,11.8,-10.634
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,19,0.397,7.5,7,15,-1.5,decrease,0.516,11.9,-9.817
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,8,0.131,8.5,7,17,-2.0,decrease,0.183,5.2,-5.337
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,9,0.272,8.505312868949233,7,17,-2.0,decrease,0.381,10.9,-11.105
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,10,0.453,8.494687131050767,7,17,-1.0,decrease,0.543,9.1,-7.695
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,11,0.58,8.5,7,17,-0.5,decrease,0.638,5.8,-4.437
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,12,0.54,8.5,7,17,-0.75,decrease,0.621,8.1,-6.545
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,13,0.462,8.5,7,17,-1.0,decrease,0.554,9.2,-7.855
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,14,0.409,8.5,7,17,-1.25,decrease,0.511,10.2,-9.122
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,15,0.439,8.5,7,17,-1.25,decrease,0.549,11.0,-9.806
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,16,0.453,8.505312868949233,7,17,-1.0,decrease,0.543,9.1,-7.693
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,17,0.39,8.5,7,17,-1.5,decrease,0.507,11.7,-10.949
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,18,0.399,8.494687131050767,7,17,-1.5,decrease,0.519,12.0,-11.2
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,19,0.394,8.5,7,17,-1.5,decrease,0.512,11.8,-11.039
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,8,0.03,14.0,7,14,-2.0,decrease,0.042,1.2,-1.006
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,9,0.06,14.0,7,14,-2.0,decrease,0.084,2.4,-2.006
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,10,0.09,14.0,7,14,-2.0,decrease,0.126,3.6,-3.034
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,11,0.257,14.0,7,14,-2.0,decrease,0.359,10.3,-8.623
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,12,0.519,14.0,7,14,-0.75,decrease,0.596,7.8,-5.172
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,13,0.572,14.0,7,14,-0.5,decrease,0.629,5.7,-3.602
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,14,0.468,14.0,7,14,-1.0,decrease,0.562,9.4,-6.557
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,15,0.366,14.0,7,14,-1.5,decrease,0.476,11.0,-8.454
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,16,0.396,14.0,7,14,-1.5,decrease,0.515,11.9,-9.146
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,17,0.469,14.0,7,14,-1.0,decrease,0.563,9.4,-6.571
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,18,0.494,14.0,7,14,-1.0,decrease,0.593,9.9,-6.914
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,19,0.518,14.0,7,14,-0.75,decrease,0.596,7.8,-5.166
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,8,0.171,7.0,7,14,-2.0,decrease,0.239,6.8,-5.731
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,9,0.249,7.0,7,14,-2.0,decrease,0.348,10.0,-8.36
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,10,0.486,7.0,7,14,-1.0,decrease,0.584,9.7,-6.81
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,11,0.575,7.0,7,14,-0.5,decrease,0.632,5.7,-3.62
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,12,0.635,7.0,7,14,-0.25,decrease,0.667,3.2,-1.889
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,13,0.526,7.0,7,14,-0.75,decrease,0.604,7.9,-5.242
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,14,0.428,6.998819362455726,7,14,-1.25,decrease,0.535,10.7,-7.863
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,15,0.435,7.0,7,14,-1.25,decrease,0.544,10.9,-8.0
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,16,0.427,7.0,7,14,-1.25,decrease,0.534,10.7,-7.85
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,17,0.38,7.0,7,14,-1.5,decrease,0.494,11.4,-8.772
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,18,0.431,7.0,7,14,-1.25,decrease,0.539,10.8,-7.922
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,19,0.4,7.0,7,14,-1.25,decrease,0.5,10.0,-7.356
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,8,0.188,12.995277449822904,7,26,-2.0,decrease,0.263,7.5,-11.736
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,9,0.336,13.0,7,26,-1.75,decrease,0.453,11.7,-17.557
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,10,0.404,13.0,7,26,-1.25,decrease,0.505,10.1,-13.794
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,11,0.502,13.0,7,26,-0.75,decrease,0.578,7.5,-9.307
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,12,0.502,13.0,7,26,-0.75,decrease,0.577,7.5,-9.291
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,13,0.482,13.0,7,26,-1.0,decrease,0.579,9.6,-12.538
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,14,0.435,13.0,7,26,-1.25,decrease,0.543,10.9,-14.828
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,15,0.433,13.004722550177096,7,26,-1.25,decrease,0.541,10.8,-14.781
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,16,0.373,13.0,7,26,-1.5,decrease,0.485,11.2,-16.001
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,17,0.332,12.995277449822904,7,26,-1.75,decrease,0.448,11.6,-17.368
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,18,0.364,13.0,7,26,-1.5,decrease,0.473,10.9,-15.6
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,19,0.377,13.0,7,26,-1.5,decrease,0.49,11.3,-16.162
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,8,0.049,10.5,7,21,-2.0,decrease,0.068,2.0,-2.457
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,9,0.157,10.5,7,21,-2.0,decrease,0.22,6.3,-7.909
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,10,0.196,10.491803278688524,7,21,-2.0,decrease,0.274,7.8,-9.858
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,11,0.256,10.5,7,21,-2.0,decrease,0.359,10.2,-12.914
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,12,0.312,10.5,7,21,-1.75,decrease,0.422,10.9,-13.201
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,13,0.346,10.5,7,21,-1.75,decrease,0.467,12.1,-14.624
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,14,0.305,10.5,7,21,-1.75,decrease,0.411,10.7,-12.88
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,15,0.283,10.5,7,21,-2.0,decrease,0.396,11.3,-14.246
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,16,0.247,10.5,7,21,-2.0,decrease,0.346,9.9,-12.44
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,17,0.216,10.5,7,21,-2.0,decrease,0.303,8.7,-10.903
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,18,0.221,10.5,7,21,-2.0,decrease,0.309,8.8,-11.12
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,19,0.269,10.504132231404958,7,21,-2.0,decrease,0.377,10.8,-13.561
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,8,0.097,6.0,7,12,-2.0,decrease,0.135,3.9,-2.783
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,9,0.183,6.0,7,12,-2.0,decrease,0.256,7.3,-5.263
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,10,0.34,6.0,7,12,-1.75,decrease,0.459,11.9,-8.203
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,11,0.46,6.0,7,12,-1.0,decrease,0.551,9.2,-5.514
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,12,0.429,6.0,7,12,-1.25,decrease,0.536,10.7,-6.756
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,13,0.513,6.0,7,12,-0.75,decrease,0.59,7.7,-4.389
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,14,0.581,6.0,7,12,-0.5,decrease,0.639,5.8,-3.139
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,15,0.59,6.0,7,12,-0.5,decrease,0.649,5.9,-3.184
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,16,0.601,6.002361275088548,7,12,-0.25,decrease,0.631,3.0,-1.532
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,17,0.687,6.0,7,12,-0.25,decrease,0.721,3.4,-1.751
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,18,0.683,6.0,7,12,-0.25,decrease,0.717,3.4,-1.74
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,19,0.614,6.002361275088548,7,12,-0.25,decrease,0.645,3.1,-1.565
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,8,0.209,6.5,7,13,-2.0,decrease,0.292,8.4,-6.514
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,9,0.313,6.5,7,13,-1.75,decrease,0.423,11.0,-8.189
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,10,0.324,6.5,7,13,-1.75,decrease,0.437,11.3,-8.467
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,11,0.322,6.500590318772137,7,13,-1.75,decrease,0.435,11.3,-8.434
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,12,0.272,6.501170960187354,7,13,-2.0,decrease,0.381,10.9,-8.5
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,13,0.287,6.499409681227863,7,13,-2.0,decrease,0.401,11.5,-8.941
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,14,0.301,6.500590318772137,7,13,-1.75,decrease,0.406,10.5,-7.865
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,15,0.32,6.5,7,13,-1.75,decrease,0.432,11.2,-8.366
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,16,0.441,6.5,7,13,-1.25,decrease,0.551,11.0,-7.519
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,17,0.539,6.500590318772137,7,13,-0.75,decrease,0.619,8.1,-4.989
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,18,0.549,6.5,7,13,-0.75,decrease,0.631,8.2,-5.082
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,19,0.52,6.5,7,13,-0.75,decrease,0.598,7.8,-4.816
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,8,0.298,5.998819362455726,7,12,-2.0,decrease,0.417,11.9,-8.577
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,9,0.518,6.0,7,12,-0.75,decrease,0.595,7.8,-4.426
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,10,0.712,6.0,7,12,0.0,hold,0.712,0.0,0.0
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,11,0.844,6.0,7,12,0.0,hold,0.844,0.0,0.0
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,12,0.777,6.0,7,12,0.0,hold,0.777,0.0,0.0
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,13,0.764,6.001180637544274,7,12,0.0,hold,0.764,0.0,0.0
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,14,0.763,6.001180637544274,7,12,0.0,hold,0.763,0.0,0.0
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,15,0.726,6.001180637544274,7,12,0.0,hold,0.726,0.0,0.0
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,16,0.548,6.0,7,12,-0.75,decrease,0.63,8.2,-4.687
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,17,0.521,6.001180637544274,7,12,-0.75,decrease,0.599,7.8,-4.457
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,18,0.515,5.998819362455726,7,12,-0.75,decrease,0.593,7.7,-4.408
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,19,0.493,6.0,7,12,-1.0,decrease,0.591,9.9,-5.912
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,8,0.155,6.642857142857143,7,15,-2.0,decrease,0.217,6.2,-5.572
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,9,0.268,6.642857142857143,7,15,-2.0,decrease,0.376,10.7,-9.659
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,10,0.412,6.642857142857143,7,15,-1.25,decrease,0.514,10.3,-8.103
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,11,0.61,6.642857142857143,7,15,-0.25,decrease,0.641,3.1,-1.945
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,12,0.633,6.642857142857143,7,15,-0.25,decrease,0.665,3.2,-2.019
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,13,0.632,6.644628099173554,7,15,-0.25,decrease,0.664,3.2,-2.015
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,14,0.68,6.642857142857143,7,15,-0.25,decrease,0.714,3.4,-2.168
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,15,0.621,6.642857142857143,7,15,-0.25,decrease,0.652,3.1,-1.979
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,16,0.621,6.641086186540732,7,15,-0.25,decrease,0.652,3.1,-1.98
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,17,0.544,6.642857142857143,7,15,-0.75,decrease,0.626,8.2,-5.819
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,18,0.515,6.642857142857143,7,15,-0.75,decrease,0.592,7.7,-5.504
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,19,0.442,6.642857142857143,7,15,-1.25,decrease,0.553,11.1,-8.71
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,8,0.324,9.0,7,9,-1.75,decrease,0.437,11.3,-5.87
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,9,0.543,9.0,7,9,-0.75,decrease,0.625,8.1,-3.483
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,10,0.7,9.0,7,9,0.0,hold,0.7,0.0,0.0
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,11,0.728,9.0,7,9,0.0,hold,0.728,0.0,0.0
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,12,0.608,9.0,7,9,-0.25,decrease,0.638,3.0,-1.163
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,13,0.548,9.0,7,9,-0.75,decrease,0.631,8.2,-3.517
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,14,0.525,9.0,7,9,-0.75,decrease,0.604,7.9,-3.369
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,15,0.508,9.0,7,9,-0.75,decrease,0.584,7.6,-3.257
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,16,0.484,9.0,7,9,-1.0,decrease,0.581,9.7,-4.355
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,17,0.524,9.0,7,9,-0.75,decrease,0.602,7.9,-3.357
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,18,0.492,9.0,7,9,-1.0,decrease,0.59,9.8,-4.426
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,19,0.391,9.0,7,9,-1.5,decrease,0.508,11.7,-5.803
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,8,0.294,8.0,7,16,-2.0,decrease,0.412,11.8,-11.309
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,9,0.455,8.0,7,16,-1.0,decrease,0.546,9.1,-7.276
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,10,0.562,8.0,7,16,-0.5,decrease,0.618,5.6,-4.045
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,11,0.629,8.0,7,16,-0.25,decrease,0.661,3.1,-2.14
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,12,0.656,8.0,7,16,-0.25,decrease,0.689,3.3,-2.231
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,13,0.556,8.0,7,16,-0.5,decrease,0.612,5.6,-4.003
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,14,0.551,8.0,7,16,-0.5,decrease,0.606,5.5,-3.969
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,15,0.553,8.0,7,16,-0.5,decrease,0.608,5.5,-3.98
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,16,0.599,8.0,7,16,-0.5,decrease,0.659,6.0,-4.31
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,17,0.607,8.001180637544275,7,16,-0.25,decrease,0.637,3.0,-2.064
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,18,0.733,8.001180637544275,7,16,0.0,hold,0.733,0.0,0.0
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,19,0.561,7.998819362455726,7,16,-0.5,decrease,0.617,5.6,-4.039
ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,Belltown,8,0.248,5.996515679442509,7,12,-2.0,decrease,0.347,9.9,-7.146
ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,Belltown,9,0.517,6.0,7,12,-0.75,decrease,0.595,7.8,-4.421
ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,Belltown,10,0.64,6.0,7,12,-0.25,decrease,0.672,3.2,-1.632
ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,Belltown,11,0.773,6.0,7,12,0.0,hold,0.773,0.0,0.0
ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,Belltown,12,0.674,6.0,7,12,-0.25,decrease,0.708,3.4,-1.719
