paidparkingarea,date,avg_occupancy_rate,peak_occupancy_rate,total_spaces,n_blockfaces
12th Avenue,2018-01-02,0.31332120455019613,1.0,468.0,7
Ballard,2018-01-02,0.6181853637283014,1.0,3408.0,29
Ballard Locks,2018-01-02,0.02111111111111111,0.08333333333333333,120.0,1
Belltown,2018-01-02,0.4465366712991706,1.0,12067.95081967213,132
Capitol Hill,2018-01-02,0.4121975050499735,1.0,3369.0,25
Cherry Hill,2018-01-02,0.1426087446098411,0.6666666666666666,516.0,4
Chinatown/ID,2018-01-02,0.40586141030042605,1.0,2690.065573770492,38
Columbia City,2018-01-02,0.4171808226495727,1.0,522.0,6
Commercial Core,2018-01-02,0.38582856621156464,1.0,5763.081967213115,80
Denny Triangle,2018-01-02,0.4416629387893006,1.0,3322.5,54
First Hill,2018-01-02,0.13528096560725164,1.0,6696.0,82
Fremont,2018-01-02,0.4820549993987494,1.0,553.0,6
Green Lake,2018-01-02,0.6068741520824854,1.0,810.0,13
Pike-Pine,2018-01-02,0.46495435542767793,1.0,5448.0,55
Pioneer Square,2018-01-02,0.4081801870293184,1.0,2132.0,36
Roosevelt,2018-01-02,0.44764917695473255,1.0,559.0,6
South Lake Union,2018-01-02,0.33807408515022924,1.0,9798.467213114754,122
University District,2018-01-02,0.41546546714571814,1.0,4953.8442622950815,43
Uptown,2018-01-02,0.36939054115582715,1.0,4243.0,43
Uptown Triangle,2018-01-02,0.6442900266904956,1.0,995.0,9
12th Avenue,2018-01-03,0.408129867331548,1.0,468.0,7
Ballard,2018-01-03,0.6586506841777401,1.0,3408.0,29
Belltown,2018-01-03,0.48161451453878856,1.0,12194.02418364638,133
Capitol Hill,2018-01-03,0.4013737925267135,1.0,3369.0,25
Cherry Hill,2018-01-03,0.14423649875952507,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-03,0.42214069089517897,1.0,2674.0,38
Columbia City,2018-01-03,0.38014304368471036,1.0,522.0,6
Commercial Core,2018-01-03,0.37902028773176644,1.0,5888.581967213115,81
Denny Triangle,2018-01-03,0.45666855687969726,1.0,3323.532786885246,54
First Hill,2018-01-03,0.14153871527217166,1.0,6858.0,83
Fremont,2018-01-03,0.5138932904649817,1.0,552.9672131147541,6
Green Lake,2018-01-03,0.6033271859313526,1.0,810.0,13
Pike-Pine,2018-01-03,0.4711984895692608,1.0,5361.950819672131,54
Pioneer Square,2018-01-03,0.4403781621250734,1.0,2202.0,37
Roosevelt,2018-01-03,0.437640759446315,1.0,559.0,6
South Lake Union,2018-01-03,0.3674971716226544,1.0,9444.11475409836,116
University District,2018-01-03,0.45343069840815525,1.0,4953.8442622950815,43
Uptown,2018-01-03,0.38266786549869886,1.0,4305.0,42
Uptown Triangle,2018-01-03,0.6745393922355417,1.0,995.0,9
12th Avenue,2018-01-04,0.4364398954026055,1.0,468.0,7
Ballard,2018-01-04,0.6453800016218286,1.0,3408.0,29
Belltown,2018-01-04,0.4818812298368548,1.0,12253.025956920716,133
Capitol Hill,2018-01-04,0.4088350396188408,1.0,3369.0,25
Cherry Hill,2018-01-04,0.1560966019847599,1.0,516.0,4
Chinatown/ID,2018-01-04,0.4332280408627373,1.0,2674.065573770492,38
Columbia City,2018-01-04,0.41012657288698956,1.0,522.0,6
Commercial Core,2018-01-04,0.42573091791135315,1.0,5906.581967213115,81
Denny Triangle,2018-01-04,0.47796393534175774,1.0,3334.5,54
First Hill,2018-01-04,0.16640242594443444,1.0,6738.0,81
Fremont,2018-01-04,0.5139331117548029,1.0,553.0,6
Green Lake,2018-01-04,0.5374169888753223,1.0,810.0,13
Pike-Pine,2018-01-04,0.4858464576574465,1.0,5476.0,56
Pioneer Square,2018-01-04,0.464000710732054,1.0,2143.0,36
Roosevelt,2018-01-04,0.43531261690983913,1.0,559.0,6
South Lake Union,2018-01-04,0.3864536352320243,1.0,9529.11475409836,117
University District,2018-01-04,0.46747482713174526,1.0,4953.8442622950815,43
Uptown,2018-01-04,0.4084894374461239,1.0,4240.0,43
Uptown Triangle,2018-01-04,0.6631309822601383,1.0,995.0,9
12th Avenue,2018-01-05,0.42128831340228395,1.0,468.0,7
Ballard,2018-01-05,0.6455241072052351,1.0,3408.0,29
Ballard Locks,2018-01-05,0.016805555555555553,0.08333333333333333,120.0,1
Belltown,2018-01-05,0.5237592497969356,1.0,12324.337458581362,133
Capitol Hill,2018-01-05,0.419179616508436,1.0,3369.0,25
Cherry Hill,2018-01-05,0.10429975928879437,0.4444444444444444,516.0,4
Chinatown/ID,2018-01-05,0.4703968359002275,1.0,2674.065573770492,38
Columbia City,2018-01-05,0.4265998437005381,1.0,522.0,6
Commercial Core,2018-01-05,0.4302595884743854,1.0,5906.049180327869,81
Denny Triangle,2018-01-05,0.49594440704287324,1.0,3337.5,54
First Hill,2018-01-05,0.14652863867220192,1.0,6660.0,82
Fremont,2018-01-05,0.539070220470343,1.0,553.0,6
Green Lake,2018-01-05,0.6033559515330348,1.0,810.0,13
Pike-Pine,2018-01-05,0.544898494605504,1.0,5392.0327868852455,55
Pioneer Square,2018-01-05,0.4726983593727997,1.0,2159.0,36
Roosevelt,2018-01-05,0.522050364758698,1.0,559.0,6
South Lake Union,2018-01-05,0.3649488246042229,1.0,9813.5,120
University District,2018-01-05,0.4698655786254874,1.0,4961.262295081967,43
Uptown,2018-01-05,0.39947007001089174,1.0,4357.0,44
Uptown Triangle,2018-01-05,0.6638718831464284,1.0,1015.0,9
12th Avenue,2018-01-06,0.5620440024300318,1.0,468.0,7
Ballard,2018-01-06,0.721686090513849,1.0,3408.0,29
Ballard Locks,2018-01-06,0.016805555555555553,0.08333333333333333,120.0,1
Belltown,2018-01-06,0.47208323297317817,1.0,12374.054100025387,133
Capitol Hill,2018-01-06,0.522025048133171,1.0,3367.0,25
Cherry Hill,2018-01-06,0.08732934240061434,0.6666666666666666,516.0,4
Chinatown/ID,2018-01-06,0.5535136198309949,1.0,2706.0,38
Columbia City,2018-01-06,0.6140906932573599,1.0,522.0,6
Commercial Core,2018-01-06,0.4498315780330321,1.0,6390.0,80
Denny Triangle,2018-01-06,0.4444737829525222,1.0,3428.0,53
First Hill,2018-01-06,0.14307303119878767,1.0,6714.0,81
Fremont,2018-01-06,0.5680844686359392,1.0,552.0,6
Green Lake,2018-01-06,0.7420926604259938,1.0,810.0,13
Pike-Pine,2018-01-06,0.6405119573291793,1.0,5488.0,56
Pioneer Square,2018-01-06,0.4298795907988616,1.0,2315.0,36
Roosevelt,2018-01-06,0.5771064814814815,1.0,558.0,6
South Lake Union,2018-01-06,0.336104846874727,1.0,9315.0,113
University District,2018-01-06,0.42573176153809494,1.0,4969.0,43
Uptown,2018-01-06,0.5623344223233744,1.0,4398.0,44
Uptown Triangle,2018-01-06,0.5987691322181233,1.0,1015.0,9
12th Avenue,2018-01-08,0.4979996453709689,1.0,468.0,7
Ballard,2018-01-08,0.6096685676813646,1.0,3408.0,29
Belltown,2018-01-08,0.4665876305179074,1.0,12259.571774021417,133
Capitol Hill,2018-01-08,0.3705497732739527,1.0,3369.0,25
Cherry Hill,2018-01-08,0.13961093020851792,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-08,0.38880860526005867,1.0,2674.0,38
Columbia City,2018-01-08,0.3645877849002849,1.0,522.0,6
Commercial Core,2018-01-08,0.3754038962960852,1.0,5926.9672131147545,82
Denny Triangle,2018-01-08,0.48867676209828187,1.0,3307.5,54
First Hill,2018-01-08,0.15028016918135703,1.0,6630.0,81
Fremont,2018-01-08,0.41111456614826714,1.0,552.9672131147541,6
Green Lake,2018-01-08,0.58155028998779,1.0,810.0,13
Pike-Pine,2018-01-08,0.43369929886465297,1.0,5475.950819672131,56
Pioneer Square,2018-01-08,0.4080424670932258,1.0,2228.0,37
Roosevelt,2018-01-08,0.4681076973438085,1.0,559.0,6
South Lake Union,2018-01-08,0.3727714070545498,1.0,9427.967213114754,117
University District,2018-01-08,0.42791596001797816,1.0,4961.262295081967,43
Uptown,2018-01-08,0.37009355991424653,1.0,4244.0,43
Uptown Triangle,2018-01-08,0.6994836866269091,1.0,1015.0,9
12th Avenue,2018-01-09,0.5213155005591981,1.0,468.0,7
Ballard,2018-01-09,0.6038154197226078,1.0,3402.0,29
Belltown,2018-01-09,0.48475216491444084,1.0,12201.35964243626,133
Capitol Hill,2018-01-09,0.41071371855006256,1.0,3369.0,25
Cherry Hill,2018-01-09,0.16254762537657275,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-09,0.38285138712082295,1.0,2674.0,38
Columbia City,2018-01-09,0.3815796632636911,1.0,522.0,6
Commercial Core,2018-01-09,0.3605666332868248,1.0,5954.049180327869,82
Denny Triangle,2018-01-09,0.46239992893081794,1.0,3323.532786885246,54
First Hill,2018-01-09,0.16042414662483076,1.0,6786.0,83
Fremont,2018-01-09,0.45263549653868285,1.0,553.0,6
Green Lake,2018-01-09,0.5922183853954687,1.0,810.0,13
Pike-Pine,2018-01-09,0.4989806597302648,1.0,5476.0327868852455,56
Pioneer Square,2018-01-09,0.4355934003136473,1.0,2144.0,36
Roosevelt,2018-01-09,0.4466643284698841,1.0,559.0,6
South Lake Union,2018-01-09,0.38061203091004486,1.0,9630.467213114754,119
University District,2018-01-09,0.46287968993557815,1.0,4961.262295081967,43
Uptown,2018-01-09,0.3912309744601411,1.0,4348.0,44
Uptown Triangle,2018-01-09,0.6613405507667371,1.0,995.0,9
12th Avenue,2018-01-10,0.5198080877650205,1.0,468.0,7
Ballard,2018-01-10,0.6230901778401553,1.0,3408.0,29
Belltown,2018-01-10,0.513530580050309,1.0,12039.952298779735,132
Capitol Hill,2018-01-10,0.3948978289154112,1.0,3369.0,25
Cherry Hill,2018-01-10,0.1917579486384311,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-10,0.4292055356760701,1.0,2674.0,38
Columbia City,2018-01-10,0.447306801994302,1.0,522.0,6
Commercial Core,2018-01-10,0.39355999579588286,1.0,5886.581967213115,82
Denny Triangle,2018-01-10,0.4839683836761642,1.0,3213.3852459016393,53
First Hill,2018-01-10,0.16579631672478243,1.0,6546.0,80
Fremont,2018-01-10,0.4995621156711843,1.0,553.0,6
Green Lake,2018-01-10,0.5368206060914394,1.0,810.0,13
Pike-Pine,2018-01-10,0.5091603140102209,1.0,5476.0,56
Pioneer Square,2018-01-10,0.41874134661634665,1.0,2139.0,36
Roosevelt,2018-01-10,0.4966886457164235,1.0,559.0,6
South Lake Union,2018-01-10,0.39033649106449014,1.0,9443.467213114754,117
University District,2018-01-10,0.46513328238815516,1.0,4961.262295081967,43
Uptown,2018-01-10,0.45316120487483685,1.0,4357.0,44
Uptown Triangle,2018-01-10,0.6802458986657622,1.0,995.0,9
12th Avenue,2018-01-11,0.5104392643809661,1.0,468.0,7
Ballard,2018-01-11,0.6114041533556347,1.0,3408.0,29
Belltown,2018-01-11,0.5116447507140784,1.0,12178.903328767026,133
Capitol Hill,2018-01-11,0.43698344353788204,1.0,3383.0,25
Cherry Hill,2018-01-11,0.17805116220686398,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-11,0.42000658219263093,1.0,2674.065573770492,38
Columbia City,2018-01-11,0.4052622467553023,1.0,522.0,6
Commercial Core,2018-01-11,0.4020551873586604,1.0,5908.081967213115,82
Denny Triangle,2018-01-11,0.4587854651947532,1.0,3336.032786885246,54
First Hill,2018-01-11,0.14422340880368634,1.0,6834.0,83
Fremont,2018-01-11,0.5018323176687147,1.0,552.9672131147541,6
Green Lake,2018-01-11,0.5380725986975987,1.0,810.0,13
Pike-Pine,2018-01-11,0.5121014337351444,1.0,5479.0,56
Pioneer Square,2018-01-11,0.43258043660821444,1.0,2142.0,36
Roosevelt,2018-01-11,0.4648896371118593,1.0,559.0,6
South Lake Union,2018-01-11,0.40152871785360095,1.0,9358.418032786885,116
University District,2018-01-11,0.4765388852340373,1.0,4961.262295081967,43
Uptown,2018-01-11,0.4542208036430965,1.0,4320.0,43
Uptown Triangle,2018-01-11,0.6696506278419464,1.0,995.0,9
12th Avenue,2018-01-12,0.42647515523303337,1.0,468.0,7
Ballard,2018-01-12,0.6749367658822939,1.0,3408.0,29
Belltown,2018-01-12,0.5351190949981808,1.0,12113.610980690224,132
Capitol Hill,2018-01-12,0.44637765149253295,1.0,3369.0,25
Cherry Hill,2018-01-12,0.13310628211944,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-12,0.45392325392217897,1.0,2674.0,38
Columbia City,2018-01-12,0.5210435462171573,1.0,522.0,6
Commercial Core,2018-01-12,0.42352167072066177,1.0,5846.483606557377,82
Denny Triangle,2018-01-12,0.4820328268528616,1.0,3382.9180327868853,54
First Hill,2018-01-12,0.15447054223088327,1.0,6660.0,82
Fremont,2018-01-12,0.5507204748319945,1.0,552.9672131147541,6
Green Lake,2018-01-12,0.5726428741012075,1.0,810.0,13
Pike-Pine,2018-01-12,0.541319503281478,1.0,5475.950819672131,56
Pioneer Square,2018-01-12,0.4413976474393141,1.0,2148.0,36
Roosevelt,2018-01-12,0.4979734848484848,1.0,559.0,6
South Lake Union,2018-01-12,0.37668466381403604,1.0,9593.418032786885,120
University District,2018-01-12,0.435454937336343,1.0,4961.262295081967,43
Uptown,2018-01-12,0.4616531435727865,1.0,4348.0,44
Uptown Triangle,2018-01-12,0.7087311653672125,1.0,995.0,9
12th Avenue,2018-01-13,0.5079222009316547,1.0,468.0,7
Ballard,2018-01-13,0.7551876329933976,1.0,3408.0,29
Ballard Locks,2018-01-13,0.3526388888888889,1.0,120.0,1
Belltown,2018-01-13,0.5532972007496845,1.0,12164.20606060606,132
Capitol Hill,2018-01-13,0.5261436507075301,1.0,3367.0,25
Cherry Hill,2018-01-13,0.08152735321046724,0.6666666666666666,516.0,4
Chinatown/ID,2018-01-13,0.557109465469593,1.0,2706.0,38
Columbia City,2018-01-13,0.6618498239157962,1.0,522.0,6
Commercial Core,2018-01-13,0.47841136634696085,1.0,6444.0,81
Denny Triangle,2018-01-13,0.403869183541343,1.0,3255.0,51
First Hill,2018-01-13,0.14195881720578085,1.0,6516.0,79
Fremont,2018-01-13,0.6066577864310707,1.0,552.0,6
Green Lake,2018-01-13,0.7595159874847375,1.0,810.0,13
Pike-Pine,2018-01-13,0.6454445492615851,1.0,5488.0,56
Pioneer Square,2018-01-13,0.46499681950636806,1.0,2285.0,36
Roosevelt,2018-01-13,0.5744276094276094,1.0,558.0,6
South Lake Union,2018-01-13,0.32766801947073854,1.0,9370.0,117
University District,2018-01-13,0.42617472040183185,1.0,4963.0,43
Uptown,2018-01-13,0.6243879969345563,1.0,4398.0,44
Uptown Triangle,2018-01-13,0.659008142426443,1.0,995.0,9
12th Avenue,2018-01-16,0.4898957104209205,1.0,468.0,7
Ballard,2018-01-16,0.6077183287582146,1.0,3408.0,29
Belltown,2018-01-16,0.5054900887872493,1.0,12013.901639344262,132
Capitol Hill,2018-01-16,0.36796694210010134,1.0,3369.0,25
Cherry Hill,2018-01-16,0.1607488444385374,1.0,516.0,4
Chinatown/ID,2018-01-16,0.36806173171267126,1.0,2690.0,38
Columbia City,2018-01-16,0.40119846074707183,1.0,522.0,6
Commercial Core,2018-01-16,0.3883665443082769,1.0,5735.4672131147545,81
Denny Triangle,2018-01-16,0.4874070260382784,1.0,3067.532786885246,51
First Hill,2018-01-16,0.1458946946258154,1.0,6750.0,83
Fremont,2018-01-16,0.46791747128144184,1.0,553.0,6
Green Lake,2018-01-16,0.5984311830145164,1.0,810.0,13
Pike-Pine,2018-01-16,0.4706603015613205,1.0,5392.0327868852455,55
Pioneer Square,2018-01-16,0.4434086342799349,1.0,2117.0,35
Roosevelt,2018-01-16,0.414167835765058,1.0,559.0,6
South Lake Union,2018-01-16,0.3850420531549198,1.0,9470.04918032787,117
University District,2018-01-16,0.4371900735163029,1.0,4947.8442622950815,43
Uptown,2018-01-16,0.4243042073316273,1.0,4348.0,44
Uptown Triangle,2018-01-16,0.7038202273976641,1.0,995.0,9
12th Avenue,2018-01-17,0.547627228241724,1.0,468.0,7
Ballard,2018-01-17,0.6124013291643043,1.0,3408.0,29
Ballard Locks,2018-01-17,0.02777777777777778,0.16666666666666666,120.0,1
Belltown,2018-01-17,0.4983625511868948,1.0,12212.27049180328,133
Capitol Hill,2018-01-17,0.3940728589012386,1.0,3369.0,25
Cherry Hill,2018-01-17,0.19889040256364818,1.0,516.0,4
Chinatown/ID,2018-01-17,0.3768151959166106,1.0,2674.065573770492,38
Columbia City,2018-01-17,0.44554299224438115,1.0,522.0,6
Commercial Core,2018-01-17,0.3724194858301445,1.0,5699.5,80
Denny Triangle,2018-01-17,0.45896486076976745,1.0,3288.5,53
First Hill,2018-01-17,0.13771239274311337,1.0,6666.0,81
Fremont,2018-01-17,0.4998251451253902,1.0,553.0,6
Green Lake,2018-01-17,0.5647680097680098,1.0,810.0,13
Pike-Pine,2018-01-17,0.48600254781555496,1.0,5395.0,55
Pioneer Square,2018-01-17,0.44601897976994426,1.0,2139.0,35
Roosevelt,2018-01-17,0.4724118499812945,1.0,559.0,6
South Lake Union,2018-01-17,0.3890400097048241,1.0,9515.04918032787,118
University District,2018-01-17,0.43038794333239716,1.0,4961.262295081967,43
Uptown,2018-01-17,0.4276477942251752,1.0,4348.0,44
Uptown Triangle,2018-01-17,0.6185330294882724,1.0,995.0,9
12th Avenue,2018-01-18,0.5093371547336883,1.0,468.0,7
Ballard,2018-01-18,0.6317810059280331,1.0,3408.0,29
Belltown,2018-01-18,0.5417340202832572,1.0,11962.557926065767,131
Capitol Hill,2018-01-18,0.41390580838817,1.0,3369.0,25
Cherry Hill,2018-01-18,0.1706273258904838,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-18,0.39378940096002363,1.0,2674.065573770492,38
Columbia City,2018-01-18,0.39209104938271605,1.0,522.0,6
Commercial Core,2018-01-18,0.3880864585067721,1.0,5629.581967213115,79
Denny Triangle,2018-01-18,0.4644061510097984,1.0,3169.284206943499,51
First Hill,2018-01-18,0.16464462392549228,1.0,6768.0,83
Fremont,2018-01-18,0.4803566197101736,1.0,553.0,6
Green Lake,2018-01-18,0.5976668277709944,1.0,810.0,13
Pike-Pine,2018-01-18,0.5183662845393204,1.0,5476.0327868852455,56
Pioneer Square,2018-01-18,0.48843128502923283,1.0,2189.0,36
Roosevelt,2018-01-18,0.38774948559670785,1.0,559.0,6
South Lake Union,2018-01-18,0.39407114980923347,1.0,9505.0,118
University District,2018-01-18,0.4552418021833248,1.0,4961.262295081967,43
Uptown,2018-01-18,0.4324152069963227,1.0,4369.0,44
Uptown Triangle,2018-01-18,0.6943589124425299,1.0,995.0,9
12th Avenue,2018-01-19,0.4817290206680963,1.0,468.0,7
Ballard,2018-01-19,0.6876287167167384,1.0,3408.0,29
Belltown,2018-01-19,0.5107809238546772,1.0,12114.489810553745,133
Capitol Hill,2018-01-19,0.44021618121786843,1.0,3369.0,25
Cherry Hill,2018-01-19,0.12156645032193276,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-19,0.4493058566203669,1.0,2680.0,38
Columbia City,2018-01-19,0.5250262147831593,1.0,522.0,6
Commercial Core,2018-01-19,0.4251457858315629,1.0,5702.549180327869,80
Denny Triangle,2018-01-19,0.46477140847198,1.0,3173.348772335144,51
First Hill,2018-01-19,0.14570439556638937,1.0,6774.0,83
Fremont,2018-01-19,0.5874612844036863,1.0,552.9672131147541,6
Green Lake,2018-01-19,0.6188675213675214,1.0,810.0,13
Pike-Pine,2018-01-19,0.5444347250658932,1.0,5475.918032786885,56
Pioneer Square,2018-01-19,0.4944064425071888,1.0,2153.0,36
Roosevelt,2018-01-19,0.46755190796857465,1.0,559.0,6
South Lake Union,2018-01-19,0.40374208815003565,1.0,9502.225404907056,119
University District,2018-01-19,0.4665644748885473,1.0,4961.262295081967,43
Uptown,2018-01-19,0.47846648493921135,1.0,4360.0,44
Uptown Triangle,2018-01-19,0.7528368783579781,1.0,995.0,9
12th Avenue,2018-01-20,0.5678318464137792,1.0,468.0,7
Ballard,2018-01-20,0.7214268287143749,1.0,3408.0,29
Ballard Locks,2018-01-20,0.016805555555555553,0.08333333333333333,120.0,1
Belltown,2018-01-20,0.46152757963778573,1.0,12081.738562091503,132
Capitol Hill,2018-01-20,0.46832895687490794,1.0,3367.0,25
Cherry Hill,2018-01-20,0.07460902888534467,0.6666666666666666,516.0,4
Chinatown/ID,2018-01-20,0.5517766453916534,1.0,2706.0,38
Columbia City,2018-01-20,0.645940170940171,1.0,522.0,6
Commercial Core,2018-01-20,0.41247981206755624,1.0,6282.0,79
Denny Triangle,2018-01-20,0.39231620549699836,1.0,3200.0,50
First Hill,2018-01-20,0.13162941191978256,1.0,6642.0,80
Fremont,2018-01-20,0.5524076697177187,1.0,552.0,6
Green Lake,2018-01-20,0.7625351037851038,1.0,810.0,13
Pike-Pine,2018-01-20,0.554454885771544,1.0,5467.0,56
Pioneer Square,2018-01-20,0.41447236536611537,1.0,2265.0,35
Roosevelt,2018-01-20,0.5853200991395435,1.0,558.0,6
South Lake Union,2018-01-20,0.34840983849053214,1.0,9725.0,119
University District,2018-01-20,0.4153759840954435,1.0,4969.0,43
Uptown,2018-01-20,0.5798424312751175,1.0,4410.0,44
Uptown Triangle,2018-01-20,0.6040405357669495,1.0,995.0,9
12th Avenue,2018-01-22,0.4903567388493859,1.0,468.0,7
Ballard,2018-01-22,0.6119973788569446,1.0,3402.0,29
Belltown,2018-01-22,0.47550145704558033,1.0,12098.890623500229,132
Capitol Hill,2018-01-22,0.33716657946472517,1.0,3369.0,25
Cherry Hill,2018-01-22,0.1712428561935141,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-22,0.41625621911580374,1.0,2674.0,38
Columbia City,2018-01-22,0.41743431465653685,1.0,522.0,6
Commercial Core,2018-01-22,0.37318525872812297,1.0,5809.5,80
Denny Triangle,2018-01-22,0.481662211466898,1.0,3282.532786885246,53
First Hill,2018-01-22,0.15459527213095656,1.0,6456.0,78
Fremont,2018-01-22,0.47737520320547283,1.0,552.9672131147541,6
Green Lake,2018-01-22,0.5477868080993081,1.0,810.0,13
Pike-Pine,2018-01-22,0.44278163872814846,1.0,5446.0,55
Pioneer Square,2018-01-22,0.3995118272859837,1.0,2005.0,35
Roosevelt,2018-01-22,0.5107705031030754,1.0,558.983606557377,6
South Lake Union,2018-01-22,0.37755643634348723,1.0,9573.969111969112,119
University District,2018-01-22,0.4152882512149455,1.0,4955.131147540984,43
Uptown,2018-01-22,0.37713645101549526,1.0,4250.0,43
Uptown Triangle,2018-01-22,0.69481892555152,1.0,995.0,9
12th Avenue,2018-01-23,0.4730562053881382,1.0,468.0,7
Ballard,2018-01-23,0.6114112061061989,1.0,3408.0,29
Belltown,2018-01-23,0.4771816266326635,1.0,12177.300359308332,132
Capitol Hill,2018-01-23,0.39635803910120804,1.0,3369.0,25
Cherry Hill,2018-01-23,0.119016092947014,0.4444444444444444,516.0,4
Chinatown/ID,2018-01-23,0.3688436132437681,1.0,2680.0,38
Columbia City,2018-01-23,0.4070475724121557,1.0,522.0,6
Commercial Core,2018-01-23,0.325532843838456,1.0,5802.049180327869,81
Denny Triangle,2018-01-23,0.4645746088392643,1.0,3230.4180327868853,52
First Hill,2018-01-23,0.15826559297294748,1.0,6756.0,83
Fremont,2018-01-23,0.44756871351234095,1.0,553.0,6
Green Lake,2018-01-23,0.4909912791683625,1.0,810.0,13
Pike-Pine,2018-01-23,0.496122279311022,1.0,5500.0327868852455,56
Pioneer Square,2018-01-23,0.4010468189789178,1.0,1981.0,35
Roosevelt,2018-01-23,0.45917648709315373,1.0,559.0,6
South Lake Union,2018-01-23,0.36584689021107625,1.0,9723.40542066629,121
University District,2018-01-23,0.4357988564409662,1.0,4953.8442622950815,43
Uptown,2018-01-23,0.43485322142701044,1.0,4360.0,44
Uptown Triangle,2018-01-23,0.6626160822563919,1.0,995.0,9
12th Avenue,2018-01-24,0.5127216720021343,1.0,480.0,7
Ballard,2018-01-24,0.6291310665228749,1.0,3408.0,29
Belltown,2018-01-24,0.5068088035079701,1.0,12133.96890054577,133
Capitol Hill,2018-01-24,0.397459986322396,1.0,3369.0,25
Cherry Hill,2018-01-24,0.13046611952861953,0.6666666666666666,516.0,4
Chinatown/ID,2018-01-24,0.3930932569338787,1.0,2674.065573770492,38
Columbia City,2018-01-24,0.41435036799620134,1.0,522.0,6
Commercial Core,2018-01-24,0.36964361238460797,1.0,5682.4672131147545,79
Denny Triangle,2018-01-24,0.4816373452647115,1.0,3047.564516129032,50
First Hill,2018-01-24,0.14506396558277765,1.0,6786.0,82
Fremont,2018-01-24,0.4687092446406172,1.0,553.0,6
Green Lake,2018-01-24,0.5722190001356667,1.0,810.0,13
Pike-Pine,2018-01-24,0.48715177120297287,1.0,5413.0327868852455,55
Pioneer Square,2018-01-24,0.4405672574730411,1.0,2173.0,36
Roosevelt,2018-01-24,0.4870297886270108,1.0,559.0,6
South Lake Union,2018-01-24,0.38450642066573865,1.0,9531.3184110971,118
University District,2018-01-24,0.4449047499785134,1.0,4961.262295081967,43
Uptown,2018-01-24,0.43667185306812967,1.0,4358.0,44
Uptown Triangle,2018-01-24,0.6372636445995354,1.0,995.0,9
12th Avenue,2018-01-25,0.46067833009272086,1.0,468.0,7
Ballard,2018-01-25,0.6320639722751676,1.0,3408.0,29
Ballard Locks,2018-01-25,0.02097222222222222,0.08333333333333333,120.0,1
Belltown,2018-01-25,0.5161744795041606,1.0,12130.576464519087,133
Capitol Hill,2018-01-25,0.422614981121477,1.0,3369.0,25
Cherry Hill,2018-01-25,0.17113366855691417,1.0,516.0,4
Chinatown/ID,2018-01-25,0.3976435074679076,1.0,2674.0,38
Columbia City,2018-01-25,0.43170307059195945,1.0,522.0,6
Commercial Core,2018-01-25,0.37390996267804993,1.0,5655.549180327869,79
Denny Triangle,2018-01-25,0.4955576927791487,1.0,3141.467213114754,52
First Hill,2018-01-25,0.1501965419698447,1.0,6618.0,81
Fremont,2018-01-25,0.49397717557950405,1.0,552.9672131147541,6
Green Lake,2018-01-25,0.5853437033645367,1.0,810.0,13
Pike-Pine,2018-01-25,0.5180305465444511,1.0,5476.0,56
Pioneer Square,2018-01-25,0.4287346671749741,1.0,2139.0,36
Roosevelt,2018-01-25,0.4472904975682753,1.0,559.0,6
South Lake Union,2018-01-25,0.4062984963468135,1.0,9570.04918032787,120
University District,2018-01-25,0.45069663641427093,1.0,4961.262295081967,43
Uptown,2018-01-25,0.4894016151661546,1.0,4360.0,44
Uptown Triangle,2018-01-25,0.6893963938059562,1.0,995.0,9
12th Avenue,2018-01-26,0.5145922044031288,1.0,468.0,7
Ballard,2018-01-26,0.6634257256321169,1.0,3408.0,29
Ballard Locks,2018-01-26,0.012777777777777777,0.16666666666666666,120.0,1
Belltown,2018-01-26,0.5259916860919942,1.0,11853.463476137445,131
Capitol Hill,2018-01-26,0.4619268997918863,1.0,3369.0,25
Cherry Hill,2018-01-26,0.1539947169059011,0.4444444444444444,516.0,4
Chinatown/ID,2018-01-26,0.4713352606397412,1.0,2680.065573770492,38
Columbia City,2018-01-26,0.5031628383190883,1.0,522.0,6
Commercial Core,2018-01-26,0.40641312385896927,1.0,5665.016393442623,79
Denny Triangle,2018-01-26,0.5306451942176152,1.0,3093.5,51
First Hill,2018-01-26,0.16007874046222761,1.0,6786.0,82
Fremont,2018-01-26,0.5655370123476742,1.0,552.9672131147541,6
Green Lake,2018-01-26,0.6260545126170126,1.0,810.0,13
Pike-Pine,2018-01-26,0.5679909708836683,1.0,5475.918032786885,56
Pioneer Square,2018-01-26,0.44847699477003367,1.0,2158.0,36
Roosevelt,2018-01-26,0.518815469509914,1.0,559.0,6
South Lake Union,2018-01-26,0.37607131436987745,1.0,9758.418032786885,122
University District,2018-01-26,0.4550392079761213,1.0,4961.262295081967,43
