paidparkingarea,date,avg_occupancy_rate,peak_occupancy_rate,total_spaces,n_blockfaces
Uptown,2018-01-26,0.4791369870238918,1.0,4360.0,44
Uptown Triangle,2018-01-26,0.7044891449708869,1.0,995.0,9
12th Avenue,2018-01-27,0.6556250641282153,1.0,468.0,7
Ballard,2018-01-27,0.7447808117937627,1.0,3408.0,29
Ballard Locks,2018-01-27,0.008472222222222221,0.08333333333333333,120.0,1
Belltown,2018-01-27,0.5259619209575311,1.0,12214.018300653595,134
Capitol Hill,2018-01-27,0.4917864493568128,1.0,3367.0,25
Cherry Hill,2018-01-27,0.07917848071356844,0.4444444444444444,516.0,4
Chinatown/ID,2018-01-27,0.5334209066911649,1.0,2706.0,38
Columbia City,2018-01-27,0.6953132419278253,1.0,522.0,6
Commercial Core,2018-01-27,0.4595421978254379,1.0,6210.0,79
Denny Triangle,2018-01-27,0.42224548417087165,1.0,3291.0,51
First Hill,2018-01-27,0.13536452165981844,1.0,6660.0,80
Fremont,2018-01-27,0.5918318735322412,1.0,552.0,6
Green Lake,2018-01-27,0.7264263456450957,1.0,810.0,13
Pike-Pine,2018-01-27,0.6655234927624969,1.0,5488.0,56
Pioneer Square,2018-01-27,0.4436305338180338,1.0,2285.0,36
Roosevelt,2018-01-27,0.6495679012345679,1.0,558.0,6
South Lake Union,2018-01-27,0.35375571046295506,1.0,9650.0,119
University District,2018-01-27,0.4528064958484281,1.0,4900.0,42
Uptown,2018-01-27,0.6279408608863313,1.0,4410.0,44
Uptown Triangle,2018-01-27,0.6814269421836202,1.0,995.0,9
12th Avenue,2018-01-29,0.41359910096517244,1.0,468.0,7
Ballard,2018-01-29,0.5820463631401256,1.0,3408.0,29
Belltown,2018-01-29,0.4609386522383774,1.0,12161.626170960188,133
Capitol Hill,2018-01-29,0.34175101172590017,1.0,3369.0,25
Cherry Hill,2018-01-29,0.11258989751314313,0.6666666666666666,516.0,4
Chinatown/ID,2018-01-29,0.37060197980215936,1.0,2674.0,38
Columbia City,2018-01-29,0.43166696343779676,1.0,522.0,6
Commercial Core,2018-01-29,0.3335508873136453,1.0,5668.081967213115,79
Denny Triangle,2018-01-29,0.44179166844441514,1.0,3251.0,52
First Hill,2018-01-29,0.1297684132800485,1.0,6498.0,79
Fremont,2018-01-29,0.48970195359288493,1.0,553.0,6
Green Lake,2018-01-29,0.5412292896147063,1.0,810.0,13
Pike-Pine,2018-01-29,0.442519171005423,1.0,5371.0,55
Pioneer Square,2018-01-29,0.3769071034774899,1.0,2089.0,34
Roosevelt,2018-01-29,0.3864033857089413,1.0,559.0,6
South Lake Union,2018-01-29,0.35853737235708405,1.0,9678.467213114754,120
University District,2018-01-29,0.41324130960562866,1.0,4961.262295081967,43
Uptown,2018-01-29,0.40631641560109766,1.0,4364.0,44
Uptown Triangle,2018-01-29,0.6562968716868263,1.0,995.0,9
12th Avenue,2018-01-30,0.48022519691637333,1.0,468.0,7
Ballard,2018-01-30,0.5986495400299454,1.0,3408.0,29
Belltown,2018-01-30,0.4964138743874118,1.0,12092.74730523784,133
Capitol Hill,2018-01-30,0.41949939734685765,1.0,3369.0,25
Cherry Hill,2018-01-30,0.129763091440723,0.4444444444444444,516.0,4
Chinatown/ID,2018-01-30,0.38078583662986615,1.0,2674.065573770492,38
Columbia City,2018-01-30,0.3869996933364989,1.0,522.0,6
Commercial Core,2018-01-30,0.37686306443570394,1.0,5660.5,79
Denny Triangle,2018-01-30,0.5035959691569687,1.0,3149.467213114754,51
First Hill,2018-01-30,0.15551187646881723,1.0,6444.0,79
Fremont,2018-01-30,0.4881876523757651,1.0,553.0,6
Green Lake,2018-01-30,0.5836030134988468,1.0,810.0,13
Pike-Pine,2018-01-30,0.49885428931061987,1.0,5497.0,56
Pioneer Square,2018-01-30,0.4288148110559341,1.0,2131.8177570093458,36
Roosevelt,2018-01-30,0.4432561728395062,1.0,564.0,6
South Lake Union,2018-01-30,0.38364324260196925,1.0,9618.467213114754,119
University District,2018-01-30,0.4555914626599316,1.0,4961.262295081967,43
Uptown,2018-01-30,0.456105809658698,1.0,4360.0,44
Uptown Triangle,2018-01-30,0.7007690369238394,1.0,995.0,9
12th Avenue,2018-01-31,0.5139265866603052,1.0,468.0,7
Ballard,2018-01-31,0.658281340707127,1.0,3408.0,29
Belltown,2018-01-31,0.5174743713676815,1.0,12119.05576260557,133
Capitol Hill,2018-01-31,0.42149698843652134,1.0,3369.0,25
Cherry Hill,2018-01-31,0.14965397764191624,0.8888888888888888,516.0,4
Chinatown/ID,2018-01-31,0.39792073924813864,1.0,2674.065573770492,38
Columbia City,2018-01-31,0.45340198638809753,1.0,522.0,6
Commercial Core,2018-01-31,0.4000967800665107,1.0,5590.516393442623,78
Denny Triangle,2018-01-31,0.5008743405028001,1.0,3091.5,50
First Hill,2018-01-31,0.1576845287473884,1.0,6774.0,82
Fremont,2018-01-31,0.5057237056471124,1.0,552.9672131147541,6
Green Lake,2018-01-31,0.6288948455094288,1.0,810.0,13
Pike-Pine,2018-01-31,0.5161284277939246,1.0,5476.0,56
Pioneer Square,2018-01-31,0.4532742787676022,1.0,2133.0049713399258,37
Roosevelt,2018-01-31,0.46553474560419006,1.0,559.0,6
South Lake Union,2018-01-31,0.4108472387241081,1.0,9598.418032786885,118
University District,2018-01-31,0.4733705973649697,1.0,4961.262295081967,43
Uptown,2018-01-31,0.4817623633843872,1.0,4360.0,44
Uptown Triangle,2018-01-31,0.7251334867205144,1.0,995.0,9
12th Avenue,2018-02-01,0.48738859967063747,1.0,468.0,7
Ballard,2018-02-01,0.637849596206513,1.0,3408.0,29
Ballard Locks,2018-02-01,0.03777777777777778,0.08333333333333333,120.0,1
Belltown,2018-02-01,0.5031623314795205,1.0,12047.628330907019,133
Capitol Hill,2018-02-01,0.40156569772540185,1.0,3369.0,25
Cherry Hill,2018-02-01,0.1143968006084234,0.8888888888888888,516.0,4
Chinatown/ID,2018-02-01,0.4025464154424691,1.0,2690.0,38
Columbia City,2018-02-01,0.4224020160652105,1.0,522.0,6
Commercial Core,2018-02-01,0.3861349267528434,1.0,5772.081967213115,80
Denny Triangle,2018-02-01,0.5003508680986086,1.0,3138.967213114754,51
First Hill,2018-02-01,0.15738561467997028,1.0,6612.0,81
Fremont,2018-02-01,0.504938371473298,1.0,552.9672131147541,6
Green Lake,2018-02-01,0.5718041988875322,1.0,810.0,13
Pike-Pine,2018-02-01,0.5224379891826214,1.0,5476.0327868852455,56
Pioneer Square,2018-02-01,0.47369487159665735,1.0,2143.0,37
Roosevelt,2018-02-01,0.48746562850729513,1.0,559.0,6
South Lake Union,2018-02-01,0.41785963279861815,1.0,9535.857385886615,119
University District,2018-02-01,0.45958490761724574,1.0,4961.262295081967,43
Uptown,2018-02-01,0.4934456716450764,1.0,4360.0,44
Uptown Triangle,2018-02-01,0.6958537567439244,1.0,995.0,9
12th Avenue,2018-02-02,0.5158128261988556,1.0,468.0,7
Ballard,2018-02-02,0.6950890266357654,1.0,3408.0,29
Belltown,2018-02-02,0.5356320080431749,1.0,12119.36518789252,133
Capitol Hill,2018-02-02,0.43966409169607135,1.0,3369.0,25
Cherry Hill,2018-02-02,0.15953965827869337,0.8888888888888888,516.0,4
Chinatown/ID,2018-02-02,0.4602484054762499,1.0,2674.065573770492,38
Columbia City,2018-02-02,0.48484414569484013,1.0,522.0,6
Commercial Core,2018-02-02,0.43973281626695526,1.0,5637.549180327869,79
Denny Triangle,2018-02-02,0.5135096656947071,1.0,3205.8852459016393,52
First Hill,2018-02-02,0.1617048561458409,1.0,6678.0,81
Fremont,2018-02-02,0.5753113033934113,1.0,552.9672131147541,6
Green Lake,2018-02-02,0.6283165021706688,1.0,810.0,13
Pike-Pine,2018-02-02,0.5550463897254111,1.0,5475.950819672131,56
Pioneer Square,2018-02-02,0.5320779054194708,1.0,2109.0,36
Roosevelt,2018-02-02,0.4968951084923307,1.0,559.0,6
South Lake Union,2018-02-02,0.38623889554188073,1.0,9572.162591725935,119
University District,2018-02-02,0.4622052724331088,1.0,4953.8442622950815,43
Uptown,2018-02-02,0.48132994177637034,1.0,4360.0,44
Uptown Triangle,2018-02-02,0.7458022430349796,1.0,995.0,9
12th Avenue,2018-02-03,0.5563250310808084,1.0,468.0,7
Ballard,2018-02-03,0.7419219644948926,1.0,3408.0,29
Ballard Locks,2018-02-03,0.008472222222222223,0.08333333333333333,120.0,1
Belltown,2018-02-03,0.5006157191084492,1.0,12159.857683300306,133
Capitol Hill,2018-02-03,0.5126327480487857,1.0,3367.0,25
Cherry Hill,2018-02-03,0.06629729310650363,0.4444444444444444,516.0,4
Chinatown/ID,2018-02-03,0.5387002623689393,1.0,2706.0,38
Columbia City,2018-02-03,0.6582341623140234,1.0,522.0,6
Commercial Core,2018-02-03,0.4343144324934004,1.0,6305.0,80
Denny Triangle,2018-02-03,0.41509697555839725,1.0,3245.0,50
First Hill,2018-02-03,0.14703570892490678,1.0,6630.0,81
Fremont,2018-02-03,0.5837253781984174,1.0,552.0,6
Green Lake,2018-02-03,0.7567988570071903,1.0,810.0,13
Pike-Pine,2018-02-03,0.6515491195482295,1.0,5488.0,56
Pioneer Square,2018-02-03,0.4821038646064616,1.0,2275.0,37
Roosevelt,2018-02-03,0.5591355686494575,1.0,558.0,6
South Lake Union,2018-02-03,0.3386646811079509,1.0,9335.0,116
University District,2018-02-03,0.44864810583977754,1.0,4975.0,43
Uptown,2018-02-03,0.6277417831245167,1.0,4410.0,44
Uptown Triangle,2018-02-03,0.6575481596408707,1.0,995.0,9
12th Avenue,2018-02-05,0.4479842203975607,1.0,468.0,7
Ballard,2018-02-05,0.5809657916576008,1.0,3408.0,29
Belltown,2018-02-05,0.47826080046263886,1.0,12118.94370913878,133
Capitol Hill,2018-02-05,0.35183431351674715,1.0,3369.0,25
Cherry Hill,2018-02-05,0.14820528014058715,0.6666666666666666,516.0,4
Chinatown/ID,2018-02-05,0.392567552782551,1.0,2674.0,38
Columbia City,2018-02-05,0.32928562242798354,1.0,522.0,6
Commercial Core,2018-02-05,0.3703914869412731,1.0,5769.5,80
Denny Triangle,2018-02-05,0.48748548812281917,1.0,3149.467213114754,52
First Hill,2018-02-05,0.15402310479742728,1.0,6828.0,83
Fremont,2018-02-05,0.44851011427298193,1.0,553.0,6
Green Lake,2018-02-05,0.6103307938203771,1.0,810.0,13
Pike-Pine,2018-02-05,0.43735668026947866,1.0,5476.0,56
Pioneer Square,2018-02-05,0.41551371975465906,1.0,2144.0,37
Roosevelt,2018-02-05,0.3375299289188178,1.0,559.0,6
South Lake Union,2018-02-05,0.3510837801245202,1.0,9523.467213114754,116
University District,2018-02-05,0.4058986155880853,1.0,4961.262295081967,43
Uptown,2018-02-05,0.38236015064290596,1.0,4369.0,44
Uptown Triangle,2018-02-05,0.5825970838992294,1.0,995.0,9
12th Avenue,2018-02-06,0.5083639652442173,1.0,468.0,7
Ballard,2018-02-06,0.6160336081951017,1.0,3402.0,29
Belltown,2018-02-06,0.5021771532083533,1.0,12117.941570160927,133
Capitol Hill,2018-02-06,0.4062403446248088,1.0,3369.0,25
Cherry Hill,2018-02-06,0.13953930754917596,0.8888888888888888,516.0,4
Chinatown/ID,2018-02-06,0.3783596291236792,1.0,2674.0,38
Columbia City,2018-02-06,0.37544540400443177,1.0,522.0,6
Commercial Core,2018-02-06,0.37890507753056407,1.0,5787.5,80
Denny Triangle,2018-02-06,0.490317488615952,1.0,2978.467213114754,50
First Hill,2018-02-06,0.15740684109754358,1.0,6654.0,82
Fremont,2018-02-06,0.4903924648563129,1.0,553.0,6
Green Lake,2018-02-06,0.5966305029846697,1.0,810.0,13
Pike-Pine,2018-02-06,0.5034355235975774,1.0,5476.0327868852455,56
Pioneer Square,2018-02-06,0.4594813237362725,1.0,2120.0,37
Roosevelt,2018-02-06,0.4236489898989899,1.0,559.0,6
South Lake Union,2018-02-06,0.3780912355171207,1.0,9441.418032786885,118
University District,2018-02-06,0.4391103383224022,1.0,4955.262295081967,43
Uptown,2018-02-06,0.41613522618816334,1.0,4360.0,44
Uptown Triangle,2018-02-06,0.6191057924241357,1.0,995.0,9
12th Avenue,2018-02-07,0.4979229159612563,1.0,468.0,7
Ballard,2018-02-07,0.6309788252417882,1.0,3408.0,29
Ballard Locks,2018-02-07,0.03347222222222222,0.08333333333333333,120.0,1
Belltown,2018-02-07,0.5143318082707788,1.0,12178.428258488499,133
Capitol Hill,2018-02-07,0.39453495275841693,1.0,3369.0,25
Cherry Hill,2018-02-07,0.16331932261208576,0.8888888888888888,516.0,4
Chinatown/ID,2018-02-07,0.4100319569244793,1.0,2674.0,38
Columbia City,2018-02-07,0.49428765036403927,1.0,522.0,6
Commercial Core,2018-02-07,0.4104464254868989,1.0,5776.0,80
Denny Triangle,2018-02-07,0.5339619081905117,1.0,3111.5,51
First Hill,2018-02-07,0.1621471895052881,1.0,6954.0,84
Fremont,2018-02-07,0.5027268299510946,1.0,552.9672131147541,6
Green Lake,2018-02-07,0.6305834096459096,1.0,810.0,13
Pike-Pine,2018-02-07,0.5142640779939557,1.0,5391.950819672131,55
Pioneer Square,2018-02-07,0.4943947643373472,1.0,2109.0,36
Roosevelt,2018-02-07,0.49968691545080435,1.0,559.0,6
South Lake Union,2018-02-07,0.36721832130737886,1.0,9541.467213114754,118
University District,2018-02-07,0.449251975925093,1.0,4961.262295081967,43
Uptown,2018-02-07,0.4666990149133006,1.0,4360.0,44
Uptown Triangle,2018-02-07,0.7165190243933495,1.0,995.0,9
12th Avenue,2018-02-08,0.48543786317945986,1.0,468.0,7
Ballard,2018-02-08,0.6375669462759777,1.0,3408.0,29
Ballard Locks,2018-02-08,0.011388888888888888,0.08333333333333333,120.0,1
Belltown,2018-02-08,0.5025868997879893,1.0,12157.237090439005,133
Capitol Hill,2018-02-08,0.3804258348553592,1.0,3369.0,25
Cherry Hill,2018-02-08,0.1826002163447339,0.8888888888888888,516.0,4
Chinatown/ID,2018-02-08,0.39664277684635335,1.0,2690.065573770492,38
Columbia City,2018-02-08,0.4747932494460272,1.0,522.0,6
Commercial Core,2018-02-08,0.3984466463419399,1.0,5801.4672131147545,80
Denny Triangle,2018-02-08,0.5000805631814995,1.0,3109.0,51
First Hill,2018-02-08,0.15331413944440764,1.0,6822.0,83
Fremont,2018-02-08,0.4510036110403758,1.0,552.9672131147541,6
Green Lake,2018-02-08,0.6306370828245829,1.0,810.0,13
Pike-Pine,2018-02-08,0.5267187258176697,1.0,5475.918032786885,56
Pioneer Square,2018-02-08,0.43070193134377266,1.0,2128.0,36
Roosevelt,2018-02-08,0.42759212495323606,1.0,559.0,6
South Lake Union,2018-02-08,0.3974199461152349,1.0,9418.418032786885,116
University District,2018-02-08,0.46949890224268803,1.0,4961.262295081967,43
Uptown,2018-02-08,0.5107919206594558,1.0,4360.0,44
Uptown Triangle,2018-02-08,0.7145714097349505,1.0,995.0,9
12th Avenue,2018-02-09,0.4471085816805354,1.0,468.0,7
Ballard,2018-02-09,0.6789491041363374,1.0,3408.0,29
Ballard Locks,2018-02-09,0.02111111111111111,0.16666666666666666,120.0,1
Belltown,2018-02-09,0.5414635308535378,1.0,12104.985909470279,133
Capitol Hill,2018-02-09,0.4298374897999573,1.0,3369.0,25
Cherry Hill,2018-02-09,0.14160805791836492,1.0,516.0,4
Chinatown/ID,2018-02-09,0.4652114705545003,1.0,2674.065573770492,38
Columbia City,2018-02-09,0.5011039886039886,1.0,522.0,6
Commercial Core,2018-02-09,0.40703237366746536,1.0,5734.434426229508,80
Denny Triangle,2018-02-09,0.5001544493206783,1.0,3193.467213114754,52
First Hill,2018-02-09,0.15690189422808498,1.0,6676.0,82
Fremont,2018-02-09,0.49560075125945224,1.0,552.9672131147541,6
Green Lake,2018-02-09,0.7304716541174875,1.0,810.0,13
Pike-Pine,2018-02-09,0.5488454673716727,1.0,5327.918032786885,55
Pioneer Square,2018-02-09,0.4875350964806429,1.0,2111.0,36
Roosevelt,2018-02-09,0.5518114010475121,1.0,559.0,6
South Lake Union,2018-02-09,0.3768096514242623,1.0,9653.418032786885,119
University District,2018-02-09,0.44369785931186123,1.0,4961.262295081967,43
Uptown,2018-02-09,0.5109191066878125,1.0,4369.0,44
Uptown Triangle,2018-02-09,0.7907409762440311,1.0,995.0,9
12th Avenue,2018-02-10,0.6025301990454301,1.0,468.0,7
Ballard,2018-02-10,0.7388949839255633,1.0,3408.0,29
Ballard Locks,2018-02-10,0.37374999999999997,1.0,120.0,1
Belltown,2018-02-10,0.5600937426250114,1.0,12172.042252694426,134
Capitol Hill,2018-02-10,0.5178147675987704,1.0,3367.0,25
Cherry Hill,2018-02-10,0.07797178657924271,0.4444444444444444,516.0,4
Chinatown/ID,2018-02-10,0.5765861083132361,1.0,2692.0263157894738,38
Columbia City,2018-02-10,0.6160283614276669,1.0,522.0,6
Commercial Core,2018-02-10,0.4774253217427628,1.0,6274.964415009769,80
Denny Triangle,2018-02-10,0.4676790726725178,1.0,3185.0,51
First Hill,2018-02-10,0.1513864492482982,1.0,6612.0,81
Fremont,2018-02-10,0.6150905648454669,1.0,552.0,6
Green Lake,2018-02-10,0.8273983346900013,1.0,810.0,13
Pike-Pine,2018-02-10,0.6495862704563719,1.0,5474.0,56
Pioneer Square,2018-02-10,0.41833406005281004,1.0,2305.0,37
Roosevelt,2018-02-10,0.6513325383464272,1.0,558.0,6
South Lake Union,2018-02-10,0.35726535122027664,1.0,9835.0,119
University District,2018-02-10,0.4098106533270203,1.0,4969.0,43
Uptown,2018-02-10,0.622977433066606,1.0,4410.0,44
Uptown Triangle,2018-02-10,0.7110156153456807,1.0,995.0,9
12th Avenue,2018-02-12,0.4780650497378438,1.0,468.0,7
Ballard,2018-02-12,0.61180379883697,1.0,3408.0,29
Belltown,2018-02-12,0.5102244330643486,1.0,12120.874651053555,133
Capitol Hill,2018-02-12,0.3348903064039138,1.0,3369.0,25
Cherry Hill,2018-02-12,0.14964364035087718,0.6666666666666666,516.0,4
Chinatown/ID,2018-02-12,0.39618424906570976,1.0,2674.065573770492,38
Columbia City,2018-02-12,0.43288644547325106,1.0,522.0,6
Commercial Core,2018-02-12,0.4267194740855133,1.0,5750.081967213115,80
Denny Triangle,2018-02-12,0.5088404434169506,1.0,3060.967213114754,50
First Hill,2018-02-12,0.14033453014648634,1.0,6917.75,84
Fremont,2018-02-12,0.434393374984674,1.0,553.0,6
Green Lake,2018-02-12,0.624436685999186,1.0,810.0,13
Pike-Pine,2018-02-12,0.4525066508828706,1.0,5461.0,56
Pioneer Square,2018-02-12,0.4076122824679111,1.0,2148.0,37
Roosevelt,2018-02-12,0.4485430695847362,1.0,559.0,6
South Lake Union,2018-02-12,0.36486779103028155,1.0,9681.403798480607,119
University District,2018-02-12,0.3971022187664554,1.0,4979.262295081967,43
Uptown,2018-02-12,0.441676510143772,1.0,4360.0,44
Uptown Triangle,2018-02-12,0.7251370326283654,1.0,995.0,9
12th Avenue,2018-02-13,0.47453983730244237,1.0,468.0,7
Ballard,2018-02-13,0.6474656656638881,1.0,3402.0,29
Ballard Locks,2018-02-13,0.02125,0.25,120.0,1
Belltown,2018-02-13,0.5206896141062344,1.0,11978.368852459016,132
Capitol Hill,2018-02-13,0.3772102210758356,1.0,3369.0,25
Cherry Hill,2018-02-13,0.16096020512138934,1.0,516.0,4
Chinatown/ID,2018-02-13,0.4080456951664113,1.0,2674.0,38
Columbia City,2018-02-13,0.43765184789490347,1.0,522.0,6
Commercial Core,2018-02-13,0.38918950066730756,1.0,5759.549180327869,79
Denny Triangle,2018-02-13,0.49399676008097637,1.0,3111.0,52
First Hill,2018-02-13,0.16930343287596292,1.0,6838.383720930233,82
Fremont,2018-02-13,0.46672860874147637,1.0,553.0,6
Green Lake,2018-02-13,0.6471135827906662,1.0,810.0,13
Pike-Pine,2018-02-13,0.522418808597239,1.0,5461.0,56
Pioneer Square,2018-02-13,0.41792177258991414,1.0,2128.0,37
Roosevelt,2018-02-13,0.3949106808829031,1.0,559.0,6
South Lake Union,2018-02-13,0.3866703965874107,1.0,9540.878907399421,117
University District,2018-02-13,0.4270203903922261,1.0,4985.262295081967,43
Uptown,2018-02-13,0.46422986239950526,1.0,4360.0,44
Uptown Triangle,2018-02-13,0.7162118644014779,1.0,995.0,9
12th Avenue,2018-02-14,0.5191240962196845,1.0,480.0,7
Ballard,2018-02-14,0.6609262215041293,1.0,3408.0,29
Ballard Locks,2018-02-14,0.00847222222222222,0.08333333333333333,120.0,1
Belltown,2018-02-14,0.5507809749214577,1.0,12064.0,133
Capitol Hill,2018-02-14,0.42057521540444764,1.0,3369.0,25
Cherry Hill,2018-02-14,0.14804542131844764,0.6666666666666666,516.0,4
Chinatown/ID,2018-02-14,0.4137973939006199,1.0,2674.0,38
Columbia City,2018-02-14,0.5565593839031339,1.0,522.0,6
Commercial Core,2018-02-14,0.4268270775302149,1.0,5786.081967213115,80
Denny Triangle,2018-02-14,0.5142309723708677,1.0,3104.967213114754,51
First Hill,2018-02-14,0.16472171959234266,1.0,6594.0,81
Fremont,2018-02-14,0.4961189612629564,1.0,553.0,6
Green Lake,2018-02-14,0.5772057514245014,1.0,810.0,13
Pike-Pine,2018-02-14,0.5366227477688381,1.0,5461.0327868852455,56
Pioneer Square,2018-02-14,0.4299167376534801,1.0,2081.0,36
Roosevelt,2018-02-14,0.5438865506921062,1.0,559.0,6
South Lake Union,2018-02-14,0.3678806522546616,1.0,9554.11475409836,117
University District,2018-02-14,0.450192217543025,1.0,4985.262295081967,43
Uptown,2018-02-14,0.4477447940394369,1.0,4360.0,44
Uptown Triangle,2018-02-14,0.6900818667140065,1.0,995.0,9
12th Avenue,2018-02-15,0.5140971794700786,1.0,468.0,7
Ballard,2018-02-15,0.6310150977974136,1.0,3408.0,29
Ballard Locks,2018-02-15,0.003611111111111111,0.08333333333333333,120.0,1
Belltown,2018-02-15,0.5349007502682172,1.0,11986.54918032787,132
Capitol Hill,2018-02-15,0.4403207800144039,1.0,2963.0,24
Cherry Hill,2018-02-15,0.15883072316734598,1.0,516.0,4
Chinatown/ID,2018-02-15,0.4547737539040321,1.0,2674.0,38
Columbia City,2018-02-15,0.42418486862931304,1.0,522.0,6
Commercial Core,2018-02-15,0.4163666579603408,1.0,5717.081967213115,79
Denny Triangle,2018-02-15,0.5190406960511319,1.0,3050.9508196721313,51
First Hill,2018-02-15,0.16528783824251098,1.0,6924.0,83
Fremont,2018-02-15,0.5148383297893102,1.0,552.9672131147541,6
Green Lake,2018-02-15,0.5692945538258039,1.0,810.0,13
Pike-Pine,2018-02-15,0.5353016284055102,1.0,5461.0327868852455,56
Pioneer Square,2018-02-15,0.45857311724063926,1.0,2149.0,37
Roosevelt,2018-02-15,0.42418139730639726,1.0,559.0,6
South Lake Union,2018-02-15,0.38688767962840304,1.0,9433.418032786885,116
University District,2018-02-15,0.47462020635170915,1.0,4961.262295081967,43
Uptown,2018-02-15,0.501611825236183,1.0,4364.0,44
Uptown Triangle,2018-02-15,0.7481889819972373,1.0,995.0,9
12th Avenue,2018-02-16,0.503344575009491,1.0,468.0,7
Ballard,2018-02-16,0.6573965533725988,1.0,3408.0,29
Belltown,2018-02-16,0.5295322803979386,1.0,12133.83606557377,133
Capitol Hill,2018-02-16,0.4270346764709299,1.0,3369.0,25
Cherry Hill,2018-02-16,0.1366488348396243,0.8888888888888888,516.0,4
Chinatown/ID,2018-02-16,0.4986902981349576,1.0,2674.065573770492,38
Columbia City,2018-02-16,0.5887929328901551,1.0,522.0,6
