blockfacename,paidparkingarea,paidparkingsubarea,lat,lon,spaces,time_limit,n_meters
7TH AVE S BETWEEN S WELLER ST AND S LANE ST,Chinatown/ID,,47.597088805,-122.323758545,15,120.0,2
8TH AVE BETWEEN BELL ST AND DENNY WAY,Denny Triangle,North,47.61827758,-122.34090523500001,11,240.0,2
8TH AVE BETWEEN BLANCHARD ST AND BELL ST,Denny Triangle,North,47.617634125,-122.33985116,5,240.0,2
8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,First Hill,,47.606160855,-122.326837015,8,120.0,2
8TH AVE BETWEEN COLUMBIA ST AND MARION ST,First Hill,,47.60689983,-122.32742018,5,120.0,1
8TH AVE BETWEEN JAMES ST AND CHERRY ST,First Hill,,47.60546314,-122.326198585,11,120.0,2
8TH AVE BETWEEN MADISON ST AND SPRING ST,First Hill,,47.60828548,-122.32885421,6,120.0,1
8TH AVE BETWEEN MARION ST AND MADISON ST,First Hill,,47.60759861,-122.32806872,3,120.0,1
8TH AVE BETWEEN OLIVE WAY AND STEWART ST,Denny Triangle,South,47.61448278,-122.33478081,6,120.0,1
8TH AVE BETWEEN SPRING ST AND SENECA ST,First Hill,,47.6090517,-122.32941216,4,120.0,1
8TH AVE BETWEEN STEWART ST AND VIRGINIA ST,Denny Triangle,South,47.61540116,-122.33591854,6,120.0,1
8TH AVE BETWEEN VIRGINIA ST AND WESTLAKE AVE,Denny Triangle,South,47.6160495,-122.33732798,7,120.0,1
8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST,Denny Triangle,North,47.61706453,-122.33869955,4,240.0,1
8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,South Lake Union,North,47.62818988,-122.340988045,40,600.0,2
8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.622659729999995,-122.34106069500001,12,120.0,2
8TH AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.62032526,-122.34108330999999,34,120.0,2
8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,South Lake Union,South,47.623907615,-122.341051455,24,600.0,2
8TH AVE N BETWEEN ROY ST AND VALLEY ST,South Lake Union,North,47.625844455,-122.341031765,15,600.0,2
8TH AVE N BETWEEN VALLEY ST AND ALOHA ST,South Lake Union,North,47.626678745,-122.341024155,17,600.0,2
8TH AVE S BETWEEN S JACKSON ST AND S KING ST,Chinatown/ID,,47.5987507,-122.32256818,4,120.0,1
8TH AVE S BETWEEN S KING ST AND S WELLER ST,Chinatown/ID,,47.59792611,-122.32245003,8,120.0,2
8TH AVE S BETWEEN S WELLER ST AND S LANE ST,Chinatown/ID,,47.597084655,-122.322453475,12,120.0,2
9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,Commercial Core,Retail,47.61315189,-122.33170522,9,120.0,2
9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,First Hill,,47.60662868,-122.325729575,11,120.0,2
9TH AVE BETWEEN COLUMBIA ST AND MARION ST,First Hill,,47.607340585,-122.32638358,9,120.0,2
9TH AVE BETWEEN E FIR ST AND ALDER ST,First Hill,,47.60310302,-122.32239979,5,120.0,1
9TH AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,North,47.61529696,-122.3337482,11,240.0,1
9TH AVE BETWEEN LENORA ST AND BLANCHARD ST,Denny Triangle,North,47.61759839,-122.33766765,8,240.0,1
9TH AVE BETWEEN MADISON ST AND SPRING ST,First Hill,,47.60875479,-122.32780118,6,120.0,1
9TH AVE BETWEEN MARION ST AND MADISON ST,First Hill,,47.60805784,-122.32703998,8,120.0,2
9TH AVE BETWEEN PINE ST AND OLIVE WAY,Commercial Core,Retail,47.61399482,-122.33257858,7,120.0,1
9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,First Hill,,47.61018833,-122.32906872,4,120.0,1
9TH AVE BETWEEN SPRING ST AND SENECA ST,First Hill,,47.60945231,-122.32843867,6,120.0,1
9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,Denny Triangle,North,47.61600319,-122.33508986,6,240.0,2
9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,Denny Triangle,North,47.616767185,-122.33638453500001,10,240.0,2
9TH AVE BETWEEN WESTLAKE AVE AND DENNY WAY,Denny Triangle,North,47.61827352,-122.33879349,3,240.0,1
9TH AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,South,47.61912274,-122.33968381,13,600.0,1
9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62261473,-122.33966666,11,120.0,1
9TH AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.62029437,-122.33968445,10,120.0,1
9TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,South Lake Union,South,47.62387194,-122.33965677,2,600.0,1
9TH AVE N BETWEEN ROY ST AND WESTLAKE AVE N,South Lake Union,North,47.62609289,-122.33958113,5,600.0,1
9TH AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.62144373,-122.33986607,4,120.0,1
9TH AVE NE BETWEEN NE 45TH E ST AND NE 47TH ST,University District,Edge,47.66221317,-122.31846159,15,240.0,1
ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,Commercial Core,Waterfront,47.60431112,-122.3383856,8,120.0,1
ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,Commercial Core,Waterfront,47.60358859,-122.33775965,6,120.0,1
ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,Pioneer Square,Edge,47.59873136,-122.33541746,6,120.0,1
ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,Pioneer Square,Edge,47.60045004,-122.33545189,4,120.0,1
ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,Pioneer Square,Edge,47.60129626,-122.33564153,2,120.0,1
ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,Belltown,South,47.61117107,-122.34809425,12,120.0,1
ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,Belltown,North,47.61461633,-122.35452821,6,240.0,1
ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,Belltown,South,47.610335004999996,-122.3468842,15,120.0,2
ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,Commercial Core,Waterfront,47.60486127,-122.33933288,8,120.0,1
ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,Commercial Core,Waterfront,47.60739771,-122.34183478,6,120.0,1
ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,Commercial Core,Waterfront,47.60644231,-122.3407868,4,120.0,1
ALASKAN WAY BETWEEN VINE ST AND CLAY ST,Belltown,North,47.613851195,-122.353071225,15,240.0,2
ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,Belltown,South,47.609588665000004,-122.34561253999999,21,120.0,2
ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,Belltown,North,47.61220724,-122.34987647,8,240.0,1
ALDER ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,,47.603646335,-122.32222189000001,19,120.0,2
ALDER ST BETWEEN DEAD END AND 9TH AVE,First Hill,,47.60303707,-122.32354044,8,120.0,1
ALDER ST BETWEEN TERRY AVE AND BROADWAY,First Hill,,47.604072435,-122.321218165,10,120.0,2
ALOHA ST BETWEEN 4TH AVE N AND 5TH AVE N,Uptown,,47.6271261,-122.34820537,4,120.0,1
ALOHA ST BETWEEN 5TH AVE N AND TAYLOR AVE N,Uptown,,47.62712158,-122.34689962,1,120.0,1
ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,North,47.62720712,-122.34036244,15,600.0,1
ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,South Lake Union,North,47.62714097,-122.34286821,12,600.0,2
ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,North,47.62713603500001,-122.34165906999999,16,600.0,2
ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,South Lake Union,North,47.62685924,-122.33161919,19,600.0,2
ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,North,47.6269241,-122.33007554,7,120.0,1
BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,Ballard,Core,47.665982549999995,-122.382695995,7,120.0,2
BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,Ballard,Core,47.66816215,-122.385613095,33,120.0,2
BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,Ballard,Edge,47.66478037,-122.381283145,7,240.0,2
BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,Ballard,Core,47.667058495000006,-122.383964045,25,120.0,2
BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,Ballard,Edge,47.668073835,-122.3796459,25,240.0,2
BATTERY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,North,47.614489075,-122.34737247000001,25,240.0,2
BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,North,47.615131885,-122.346535595,16,240.0,2
BATTERY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,North,47.615831275000005,-122.34563104,6,240.0,2
BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,North,47.616468935,-122.34480644,12,240.0,2
BATTERY ST BETWEEN 5TH AVE AND AURORA AVE,Belltown,North,47.61713906,-122.34395068,10,240.0,2
BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,North,47.613162745,-122.3490801,11,240.0,2
BAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,North,47.618126775,-122.355573505,10,240.0,2
BELL ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,South,47.61501529,-122.34425708,2,120.0,1
BELL ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,South,47.61568046,-122.34339648,5,120.0,1
BELL ST BETWEEN 5TH AVE AND 6TH AVE,Belltown,South,47.61642924,-122.34267545,8,120.0,1
BELL ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,North,47.61701942,-122.34168549,5,240.0,1
BELL ST BETWEEN 8TH AVE AND DENNY WAY,Denny Triangle,North,47.6182605,-122.34007491,4,240.0,1
BELL ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,South,47.61302495,-122.34684189,6,120.0,1
BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,,47.614670000000004,-122.324465445,19,120.0,2
BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,South,47.615812425,-122.32448005,27,120.0,2
BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,,47.61353905,-122.32450368,7,120.0,1
BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,South,47.612961479999996,-122.344754055,21,120.0,2
BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,South,47.613620005,-122.343905155,19,120.0,2
BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,South,47.614298590000004,-122.343024675,14,120.0,2
BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,South,47.614959955,-122.34216925000001,10,120.0,2
BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,Belltown,South,47.61566637,-122.34138494,7,120.0,1
BLANCHARD ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,North,47.61632966,-122.3405162,4,240.0,1
BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,South,47.612293585,-122.34561755499999,12,120.0,2
BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY,Denny Triangle,North,47.61820994,-122.334852985,11,240.0,2
BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,South,47.619123259999995,-122.33587126500001,5,600.0,2
BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62260781,-122.33584278000001,33,600.0,2
BOREN AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.620276790000005,-122.335861815,17,120.0,2
BOREN AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,South Lake Union,South,47.623868315,-122.335830585,12,120.0,2
BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.621424989999994,-122.335852415,5,120.0,2
BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,,47.6146611,-122.3234816,7,120.0,1
BOYLSTON AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,South,47.61581966,-122.32352842,5,120.0,1
BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,,47.61352495,-122.32346094,9,120.0,1
BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,First Hill,,47.611105484999996,-122.32217606500001,13,120.0,2
BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,First Hill,,47.61039901,-122.3214265,5,120.0,1
BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,First Hill,,47.612532915,-122.32346695999999,15,120.0,2
BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,First Hill,,47.61180567,-122.32278894000001,14,120.0,2
BROAD ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,North,47.61796364,-122.35129465,6,240.0,1
BROAD ST BETWEEN DENNY WAY AND 4TH AVE N,Uptown Triangle,,47.61915913,-122.349603785,14,240.0,2
BROAD ST BETWEEN JOHN ST AND 5TH AVE N,Uptown Triangle,,47.62018289,-122.348136,5,240.0,1
BROAD ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,North,47.61664133,-122.35303647,5,240.0,1
BROADWAY BETWEEN BOYLSTON AVE AND MARION ST,First Hill,,47.60984775,-122.32064833,3,120.0,1
BROADWAY BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,,47.61467932,-122.32089936,8,120.0,1
BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,Capitol Hill,South,47.61585617,-122.32081861,16,120.0,2
BROADWAY BETWEEN HARVARD AVE AND E UNION ST,First Hill,,47.6121046,-122.32063959,7,120.0,1
BROADWAY BETWEEN MARION ST AND MADISON ST,First Hill,,47.61063958,-122.32064974,3,120.0,1
BROADWAY BETWEEN XW E OLIVE ST AND E HOWELL ST,Capitol Hill,South,47.616950380000006,-122.320825885,16,120.0,2
BROADWAY BETWEEN YESLER WAY AND E FIR ST,First Hill,,47.602198195,-122.32073863,12,120.0,2
BROADWAY CT BETWEEN E MADISON ST AND E SENECA ST,Pike-Pine,,47.61188096,-122.31980299,6,240.0,1
BROADWAY CT BETWEEN E SENECA ST AND E UNION ST,Pike-Pine,,47.61255277,-122.31980685,5,240.0,1
BROADWAY E BETWEEN E DENNY WAY AND E OLIVE WAY,Capitol Hill,South,47.61932366,-122.32086165999999,17,120.0,2
BROADWAY E BETWEEN E HARRISON ST AND E REPUBLICAN ST,Capitol Hill,North,47.622555765,-122.320915175,12,120.0,2
BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,Capitol Hill,North,47.624661975,-122.32094882999999,12,120.0,2
BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,Capitol Hill,North,47.62050824,-122.32088052,17,120.0,2
BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,Capitol Hill,North,47.623688775,-122.320927075,20,120.0,2
BROADWAY E BETWEEN E ROY W ST AND E ALOHA ST,Capitol Hill,North,47.62597214,-122.32141642,6,120.0,1
BROADWAY E BETWEEN E THOMAS ST AND E HARRISON ST,Capitol Hill,North,47.621529285,-122.3208928,19,120.0,2
BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,University District,Core,47.65756036,-122.31438351,34,120.0,2
BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,University District,Core,47.659040020000006,-122.31434056,23,120.0,2
BROOKLYN AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,University District,Core,47.6605153,-122.31439334,8,120.0,1
BROOKLYN AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,University District,Core,47.66217406,-122.31432926,14,120.0,1
BROOKLYN AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,University District,Core,47.664004059999996,-122.314224055,35,120.0,2
BROOKLYN AVE NE BETWEEN NE 65TH ST AND NE 66TH ST,Roosevelt,,47.67616419,-122.31440402,4,240.0,1
CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,North,47.61614903,-122.35016709,12,240.0,2
CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,North,47.616793705,-122.34933403,12,240.0,2
CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,North,47.617455245,-122.34846271999999,15,240.0,2
CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Belltown,North,47.61816151,-122.34762193,5,240.0,2
CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,North,47.614823475,-122.35188203999999,13,240.0,2
CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,North,47.615477205,-122.351035935,15,240.0,2
CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,Pioneer Square,Core,47.602808550000006,-122.33369145,15,120.0,2
CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,Pioneer Square,Core,47.603260344999995,-122.33261571,11,120.0,2
CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Financial,47.603715895,-122.33151166,13,120.0,2
CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Financial,47.6042352,-122.33045145,11,120.0,1
CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,,47.60553137,-122.32700515,4,120.0,1
CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,,47.60600256,-122.32592436,7,120.0,1
CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,,47.606509055000004,-122.324828395,19,120.0,2
CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,,47.60739467,-122.32255557,11,120.0,1
CHERRY ST BETWEEN MINOR AVE AND BROADWAY,First Hill,,47.60787279,-122.32142554,3,120.0,1
CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.60696168,-122.323745645,17,120.0,2
CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,North,47.616687299999995,-122.35111885500001,17,240.0,2
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,North,47.61740397,-122.35035405,14,240.0,1
CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,North,47.618028915,-122.34938722,14,240.0,2
CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,North,47.615373919999996,-122.35281703999999,26,240.0,2
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,North,47.616023425,-122.35199055,21,240.0,2
COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Financial,47.604427545,-122.332163645,9,120.0,2
COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Financial,47.604896015,-122.33104392,7,120.0,2
COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Financial,47.60541497,-122.3299804,6,120.0,1
COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,,47.60626271,-122.327653,7,120.0,1
COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,,47.606704,-122.32659016,9,120.0,1
COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,,47.607223765,-122.32548568,17,120.0,2
COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.607679315,-122.324388425,15,120.0,2
DENNY LOWER WAY BETWEEN STEWART ST AND EASTLAKE AVE,South Lake Union,South,47.61857744,-122.32979337,5,120.0,1
DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,South Lake Union,North,47.627581705,-122.342322665,12,120.0,2
DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,South Lake Union,North,47.63097942,-122.34229257,16,120.0,2
DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,South,47.61913113,-122.342396815,5,120.0,2
DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62263094,-122.34221647,5,120.0,1
DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,South Lake Union,North,47.630143445,-122.342299845,11,120.0,2
DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.620304005,-122.34238672000001,16,120.0,2
DEXTER AVE N BETWEEN LEE ST AND GALER ST,South Lake Union,North,47.63183628,-122.342285315,16,120.0,2
DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,South Lake Union,North,47.629295125,-122.34230743,11,120.0,2
DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,South,47.62379307,-122.34251847,3,120.0,1
DEXTER AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.62147617,-122.342376625,8,120.0,2
DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,South Lake Union,North,47.62670217,-122.34220881,2,600.0,1
DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,South Lake Union,North,47.628445715,-122.34231499500001,17,120.0,2
E BLAINE ST BETWEEN FAIRVIEW AVE E AND EASTLAKE AVE E,South Lake Union,North,47.63486592,-122.32607078,24,240.0,2
E CHERRY ST BETWEEN 16TH AVE AND 17TH AVE,Cherry Hill,,47.60797363,-122.31086289,10,120.0,1
E CHERRY ST BETWEEN 17TH AVE AND 18TH AVE,Cherry Hill,,47.60802605,-122.309613605,19,120.0,2
E CHERRY ST BETWEEN BROADWAY AND DEAD END,First Hill,,47.60799308,-122.32002768,3,120.0,1
E DENNY WAY BETWEEN 10TH AVE E AND 11TH AVE,Capitol Hill,South,47.61871263,-122.31892184,9,240.0,1
E DENNY WAY BETWEEN 15TH AVE AND 16TH AVE,15th Avenue E,,47.6185543,-122.31209469,4,120.0,1
E HARRISON ST BETWEEN BROADWAY E AND 10TH AVE E,Capitol Hill,North,47.62194122,-122.32036323,4,120.0,1
E JEFFERSON ST BETWEEN 17TH AVE AND 18TH AVE,Cherry Hill,,47.60617558,-122.30960869,9,120.0,2
E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,Pike-Pine,,47.61191344,-122.31878899,10,240.0,1
E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,Pike-Pine,,47.61159553,-122.3195596,2,240.0,1
E MERCER ST BETWEEN BROADWAY E AND 10TH AVE E,Capitol Hill,North,47.62420511,-122.32039978,2,120.0,1
E NELSON PL BETWEEN EASTLAKE AVE E AND DEAD END,South Lake Union,North,47.630450409999995,-122.327308315,6,600.0,2
E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,Capitol Hill,South,47.61997118,-122.32158697,1,120.0,1
E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,Pike-Pine,,47.614089785000004,-122.31879589,10,120.0,2
E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,Pike-Pine,,47.61409631,-122.317495425,12,120.0,2
E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,Pike-Pine,,47.614108595000005,-122.316146555,21,120.0,2
E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,Pike-Pine,,47.61411746,-122.31488714,15,120.0,2
E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,Pike-Pine,,47.61403153,-122.32394016,5,120.0,1
E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Pike-Pine,,47.61399996,-122.32276436,6,120.0,1
E PIKE ST BETWEEN BROADWAY AND 10TH AVE,Pike-Pine,,47.61408216,-122.32006106,13,120.0,2
E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,Pike-Pine,,47.61400239,-122.3214466,4,120.0,1
E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,Pike-Pine,,47.6140229,-122.32499531,3,120.0,1
E PINE ST BETWEEN 11TH AVE AND 12TH AVE,Pike-Pine,,47.6152783,-122.31751417999999,14,120.0,2
E PINE ST BETWEEN 12TH AVE AND 13TH AVE,Pike-Pine,,47.615271495,-122.316149885,7,120.0,2
E PINE ST BETWEEN 13TH AVE AND 14TH AVE,Pike-Pine,,47.615278765,-122.31490157,8,120.0,2
E PINE ST BETWEEN 14TH AVE AND 15TH AVE,Pike-Pine,,47.61529414,-122.313498315,12,120.0,2
E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,Pike-Pine,,47.61529836,-122.32647201,4,120.0,1
E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,Pike-Pine,,47.615236405000005,-122.323926,12,120.0,2
E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Pike-Pine,,47.61523686,-122.322778685,11,120.0,2
E PINE ST BETWEEN BROADWAY AND NAGLE PL,Pike-Pine,,47.61533442,-122.32035445,2,120.0,1
E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,Pike-Pine,,47.61514809,-122.32587891,2,120.0,1
E PINE ST BETWEEN HARVARD AVE AND BROADWAY,Pike-Pine,,47.61532115,-122.32146768,3,120.0,1
E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,Pike-Pine,,47.61514566,-122.32733505,8,120.0,1
E REPUBLICAN ST BETWEEN 15TH N AVE E AND 16TH AVE E,15th Avenue E,,47.62326036,-122.31198370499999,5,120.0,2
E REPUBLICAN ST BETWEEN BROADWAY E AND 10TH AVE E,Capitol Hill,North,47.62308318,-122.32036529,6,120.0,1
E ROY ST BETWEEN BROADWAY E  E AND 10TH W AVE E,Capitol Hill,North,47.62518096,-122.32051138,3,120.0,1
E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,Pike-Pine,,47.612180935,-122.31892139499999,11,120.0,2
E THOMAS ST BETWEEN 15TH S AVE E AND 16TH AVE E,15th Avenue E,,47.62055062,-122.31204969,2,120.0,1
E THOMAS ST BETWEEN HARVARD AVE E AND BROADWAY E,Capitol Hill,North,47.62102996,-122.32156166,5,120.0,1
E UNION ST BETWEEN 10TH AVE AND 11TH AVE,Pike-Pine,,47.61293709,-122.318790615,10,120.0,2
E UNION ST BETWEEN 12TH AVE AND 13TH AVE,Pike-Pine,,47.61297261,-122.31611166,3,120.0,1
E UNION ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Pike-Pine,,47.61304716,-122.32272028,7,120.0,1
E UNION ST BETWEEN BROADWAY AND BROADWAY CT,Pike-Pine,,47.612953295,-122.320254035,4,120.0,2
E UNION ST BETWEEN CRAWFORD PL AND SUMMIT AVE,Pike-Pine,,47.61293308,-122.32587764,5,120.0,1
EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Belltown,North,47.61803121,-122.353402035,12,240.0,2
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,North,47.61736216,-122.354266145,13,240.0,2
EAST GREEN LAKE DR N BETWEEN NE 72ND ST AND NE MAPLE LEAF PL,Green Lake,,47.68054512,-122.32586409,3,120.0,1
EAST GREEN LAKE WAY N BETWEEN 1ST AVE NE AND 2ND AVE NE,Green Lake,,47.67823695,-122.32790625,3,120.0,1
EAST GREEN LAKE WAY N BETWEEN 2ND AVE NE AND 4TH AVE NE,Green Lake,,47.67837391,-122.3271234,3,120.0,1
EAST GREEN LAKE WAY N BETWEEN 4TH AVE NE AND NE RAVENNA SR BV,Green Lake,,47.67867099,-122.32641739,5,120.0,1
EAST GREEN LAKE WAY N BETWEEN SUNNYSIDE AVE N AND 1ST AVE NE,Green Lake,,47.67826927,-122.32884207,3,120.0,1
