blockfacename,paidparkingarea,paidparkingsubarea,lat,lon,spaces,time_limit,n_meters
QUEEN ANNE AVE N BETWEEN MERCER ST AND ROY ST,Uptown,,47.625032225,-122.35670586,9,120.0,2
QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,Uptown,,47.62391792,-122.35680791,4,120.0,1
QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,Uptown,,47.62150584,-122.35681515,8,240.0,1
RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,Columbia City,,47.55827161,-122.28525216,12,120.0,2
RAINIER AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,Columbia City,,47.557470945000006,-122.284835285,6,120.0,2
RAINIER AVE S BETWEEN S HUDSON ST AND 39TH N AVE S,Columbia City,,47.556452809999996,-122.28409975,19,120.0,2
REPUBLICAN ST BETWEEN 1ST AVE N AND WARREN AVE N,Uptown,,47.623264925,-122.3547356,10,240.0,2
REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,South,47.62328513,-122.34042507,5,120.0,1
REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,South,47.62315969,-122.33914163,7,120.0,1
REPUBLICAN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,South Lake Union,South,47.623201675000004,-122.33510335,12,120.0,2
REPUBLICAN ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,South,47.623218505,-122.341680145,10,120.0,2
REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,South,47.623125755000004,-122.333639345,7,120.0,2
REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,South Lake Union,South,47.623120580000005,-122.33234199,9,120.0,2
REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N,South Lake Union,South,47.623121315,-122.331100795,14,120.0,2
REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,Uptown,,47.62334257,-122.35603229,3,120.0,1
REPUBLICAN ST BETWEEN TERRY AVE N AND BOREN AVE N,South Lake Union,South,47.62320208,-122.33652556,11,120.0,2
REPUBLICAN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,South,47.623206795,-122.33778223,10,120.0,2
ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,University District,Edge,47.65889386,-122.31768524,4,240.0,1
ROOSEVELT WAY NE BETWEEN NE 42ND S ST AND NE 42ND N ST,University District,Edge,47.65792032,-122.31771051,7,240.0,1
ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,University District,Edge,47.66054298,-122.31780478,6,240.0,1
ROOSEVELT WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,University District,Edge,47.66223912,-122.31736467,14,240.0,1
ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,University District,Edge,47.66400658,-122.31732455,14,240.0,1
ROOSEVELT WAY NE BETWEEN NE 63RD ST AND NE 64TH ST,Roosevelt,,47.6745558,-122.31728206,10,240.0,1
ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,Roosevelt,,47.67538932,-122.31727794,8,240.0,1
ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,Uptown,,47.62551026,-122.35477396,10,240.0,1
ROY ST BETWEEN 2ND AVE N AND 3RD AVE N,Uptown,,47.62550049,-122.35214623,4,240.0,1
ROY ST BETWEEN 4TH AVE N AND 5TH AVE N,Uptown,,47.62548581,-122.34823901,2,240.0,1
ROY ST BETWEEN 5TH AVE N AND TAYLOR AVE N,Uptown,,47.6253791,-122.34683149,5,240.0,1
ROY ST BETWEEN 6TH AVE N AND AURORA AVE N,Uptown,,47.62545441,-122.34429001,5,240.0,1
ROY ST BETWEEN DEAD END AND EASTLAKE AVE E,South Lake Union,South,47.62515553,-122.32969155,6,600.0,1
ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,North,47.62507204,-122.33344568,9,600.0,1
ROY ST BETWEEN NOB HILL AVE N AND 4TH AVE N,Uptown,,47.62549076,-122.3495519,9,240.0,1
ROY ST BETWEEN TAYLOR AVE N AND 6TH AVE N,Uptown,,47.625415545,-122.345580195,8,240.0,2
ROY ST BETWEEN WARREN AVE N AND 2ND AVE N,Uptown,,47.62550548,-122.35349227,6,240.0,1
RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,Ballard,Edge,47.668302800000006,-122.38267342,24,240.0,2
S ALASKA ST BETWEEN RAINIER AVE S AND 38TH AVE S,Columbia City,,47.56074452,-122.28596862,25,240.0,2
S EDMUNDS ST BETWEEN 37TH AVE S AND RAINIER AVE S,Columbia City,,47.55860216,-122.28579473,2,120.0,1
S EDMUNDS ST BETWEEN RAINIER AVE S AND 39TH AVE S,Columbia City,,47.55861759,-122.28445727,25,120.0,1
S FERDINAND ST BETWEEN 37TH AVE S AND RAINIER AVE S,Columbia City,,47.55785414,-122.285593355,7,120.0,2
S FERDINAND ST BETWEEN RAINIER AVE S AND 39TH AVE S,Columbia City,,47.55785045499999,-122.28421152000001,19,120.0,2
S HUDSON ST BETWEEN 37TH AVE S AND RAINIER AVE S,Columbia City,,47.55704307,-122.28538691,14,120.0,2
S JACKSON ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,,47.59910134,-122.32573848,1,120.0,1
S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,Edge,47.599200429999996,-122.33482695000001,15,120.0,2
S JACKSON ST BETWEEN MAYNARD AVE S AND 7TH AVE S,Chinatown/ID,,47.59919384,-122.32443090000001,7,120.0,2
S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,Pioneer Square,Edge,47.59822243,-122.3337043,6,120.0,1
S KING ST BETWEEN 2ND AVE S AND 3RD AVE S,Pioneer Square,Edge,47.59828969,-122.33100468,19,120.0,2
S KING ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,,47.598354855,-122.32701829,11,120.0,2
S KING ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,,47.598352845,-122.32570014500001,16,120.0,2
S KING ST BETWEEN 7TH AVE S AND CANTON AL S,Chinatown/ID,,47.598348555,-122.32338344499999,6,120.0,2
S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,Edge,47.59821882,-122.33481248,7,120.0,1
S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,Chinatown/ID,,47.598350339999996,-122.324157375,7,120.0,2
S KING ST BETWEEN OCCIDENTAL E AVE S AND 2ND AVE S,Pioneer Square,Edge,47.598291450000005,-122.332251395,12,120.0,2
S LANE ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,,47.59660677,-122.32571811,6,120.0,1
S LANE ST BETWEEN MAYNARD AVE S AND 7TH AVE S,Chinatown/ID,,47.5967445,-122.32438225,9,120.0,1
S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,Pioneer Square,Core,47.600042695,-122.33287512,15,120.0,2
S MAIN ST BETWEEN 2ND AV ET S AND 4TH AVE S,Pioneer Square,Edge,47.60011043,-122.32963229,2,120.0,1
S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,Pioneer Square,Edge,47.60010473,-122.33111008,4,120.0,1
S MAIN ST BETWEEN 4TH AVE S AND 5TH AVE S,Chinatown/ID,,47.60010355,-122.32828771,4,120.0,1
S MAIN ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,,47.60003575499999,-122.3269738,9,120.0,2
S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,,47.60003511,-122.325672375,20,120.0,2
S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,Edge,47.600045324999996,-122.334886345,10,120.0,2
S MAIN ST BETWEEN MAYNARD AVE S AND 7TH AVE S,Chinatown/ID,,47.600026174999996,-122.32440055000001,27,120.0,2
S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,Pioneer Square,Core,47.600887834999995,-122.333500325,3,120.0,2
S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,Pioneer Square,Edge,47.60087905,-122.329636545,9,120.0,2
S WASHINGTON ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,,47.60080077,-122.3269687,7,120.0,1
S WASHINGTON ST BETWEEN 6TH AVE S AND DEAD END 1,Chinatown/ID,,47.600866885,-122.32567288999999,14,120.0,2
S WASHINGTON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Pioneer Square,Edge,47.60093944,-122.33489185,5,120.0,1
S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,Pioneer Square,Core,47.60081755,-122.33232649,7,120.0,1
S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,,47.5975159,-122.326994915,9,120.0,2
S WELLER ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,,47.597514024999995,-122.32568831,10,120.0,2
S WELLER ST BETWEEN 7TH AVE S AND CANTON AL S,Chinatown/ID,,47.59742737,-122.32338508,2,120.0,1
S WELLER ST BETWEEN 8TH AVE S AND DEAD END,Chinatown/ID,,47.59750775,-122.32200800499999,7,120.0,2
S WELLER ST BETWEEN CANTON AL S AND 8TH AVE S,Chinatown/ID,,47.59757726,-122.32281958,5,120.0,1
S WELLER ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,Chinatown/ID,,47.597512295,-122.32470309499999,7,120.0,2
SENECA ST BETWEEN 1ST AVE AND 2ND AVE,Commercial Core,Retail,47.606354495000005,-122.33698751,8,120.0,2
SENECA ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,Retail,47.60688102,-122.33590565,4,120.0,1
SENECA ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Retail,47.6072883,-122.33476664,9,120.0,2
SENECA ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Retail,47.60825757,-122.33263214,11,120.0,1
SENECA ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,,47.609613205,-122.32920691000001,11,120.0,2
SENECA ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,,47.610082344999995,-122.328096855,8,120.0,2
SENECA ST BETWEEN ALASKAN WAY AND WESTERN AVE,Commercial Core,Waterfront,47.60556775,-122.33904224,8,120.0,1
SENECA ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,,47.611020785,-122.325860715,7,120.0,2
SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,First Hill,,47.6124063,-122.32252027499999,7,120.0,2
SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,First Hill,,47.611460025,-122.32476049499999,11,120.0,2
SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,First Hill,,47.61193109,-122.32365729,14,120.0,2
SENECA ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.61052338499999,-122.327019275,15,120.0,2
SENECA ST BETWEEN WESTERN AVE AND POST AVE,Commercial Core,Waterfront,47.60572997,-122.33831778,3,120.0,1
SPRING ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,,47.608434869999996,-122.329661275,11,120.0,2
SPRING ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,,47.60883822,-122.3285232,8,120.0,1
SPRING ST BETWEEN ALASKAN WAY AND WESTERN AVE,Commercial Core,Waterfront,47.60482919,-122.33844059,2,120.0,1
SPRING ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,,47.61029746,-122.325196595,11,120.0,2
SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,First Hill,,47.611678685,-122.32190138,9,120.0,2
SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,First Hill,,47.61074904,-122.32412070999999,14,120.0,2
SPRING ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,First Hill,,47.611216944999995,-122.322994035,14,120.0,2
SPRING ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.60980988,-122.326370035,11,120.0,2
STEWART ST BETWEEN 1ST AVE AND 2ND AVE,Commercial Core,Retail,47.61059687,-122.34081375,6,120.0,1
STEWART ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,Retail,47.61126224,-122.33994252,3,120.0,1
STEWART ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,South,47.612632245,-122.33829498,11,120.0,2
STEWART ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,South,47.613951535,-122.33659474000001,10,120.0,2
STEWART ST BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,South,47.61456869,-122.33566247,7,120.0,1
STEWART ST BETWEEN 8TH AVE AND 9TH AVE,Denny Triangle,North,47.615284125,-122.334874415,16,240.0,2
STEWART ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,North,47.615949255000004,-122.334013965,10,240.0,2
STEWART ST BETWEEN BOREN AVE AND MINOR AVE,Denny Triangle,North,47.61728393,-122.332279715,12,240.0,2
STEWART ST BETWEEN MINOR AVE AND YALE AVE,Denny Triangle,North,47.61789756,-122.33135135,7,240.0,1
STEWART ST BETWEEN PIKE PL AND POST AL,Commercial Core,Waterfront,47.60978392,-122.34189906,4,120.0,1
STEWART ST BETWEEN POST AL AND 1ST AVE,Commercial Core,Waterfront,47.61012337,-122.341665,5,120.0,1
STEWART ST BETWEEN TERRY AVE AND BOREN AVE,Denny Triangle,North,47.61659227,-122.333168865,11,240.0,2
SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,,47.614675545,-122.325517735,17,120.0,2
SUMMIT AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,South,47.615800039999996,-122.32553822,14,120.0,2
SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,,47.61352508,-122.32557881,4,120.0,1
SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,First Hill,,47.610648,-122.323259295,16,120.0,2
SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,First Hill,,47.61206628,-122.324563595,18,120.0,2
SUMMIT AVE BETWEEN SPRING ST AND SENECA ST,First Hill,,47.611340999999996,-122.32390028,12,120.0,2
SUMMIT AVE BETWEEN UNIVERSITY ST AND E UNION ST,First Hill,,47.61267365,-122.32520538,5,120.0,1
TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,Ballard,Edge,47.667921684999996,-122.38084223999999,30,240.0,2
TALLMAN AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,Ballard,Edge,47.66689946,-122.37963364000001,15,240.0,2
TAYLOR AVE BETWEEN 5TH AVE AND DENNY WAY,Belltown,North,47.61842442,-122.34651487,3,240.0,1
TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,Uptown Triangle,,47.619151599999995,-122.34630513,13,600.0,2
TAYLOR AVE N BETWEEN JOHN ST AND THOMAS ST,Uptown Triangle,,47.620313865,-122.346291175,34,600.0,2
TAYLOR AVE N BETWEEN MERCER ST AND ROY ST,Uptown,,47.62498641,-122.34618163,7,240.0,1
TAYLOR AVE N BETWEEN ROY ST AND VALLEY ST,Uptown,,47.62584592,-122.34625561499999,13,240.0,2
TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,Uptown Triangle,,47.62150813,-122.34625693500001,26,240.0,2
TAYLOR AVE N BETWEEN VALLEY ST AND ALOHA ST,Uptown,,47.62671434,-122.346248385,5,120.0,2
TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,First Hill,,47.60449698,-122.32270131,5,120.0,1
TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.60481883999999,-122.32177683,15,120.0,2
TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,Commercial Core,Financial,47.60204002,-122.32859988,7,120.0,1
TERRY AVE BETWEEN ALDER ST AND TERRACE ST,First Hill,,47.60423875,-122.32201555,16,120.0,2
TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,First Hill,,47.60711941,-122.32455178,7,120.0,1
TERRY AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,North,47.61593642,-122.33286034,6,240.0,1
TERRY AVE BETWEEN JAMES ST AND CHERRY ST,First Hill,,47.60636065,-122.32404909,10,120.0,1
TERRY AVE BETWEEN LENORA ST AND DENNY WAY,Denny Triangle,North,47.61815513,-122.336734165,6,240.0,2
TERRY AVE BETWEEN MADISON ST AND SPRING ST,First Hill,,47.60920979,-122.32669044,3,120.0,1
TERRY AVE BETWEEN MARION ST AND MADISON ST,First Hill,,47.60852007,-122.32591511999999,5,120.0,2
TERRY AVE BETWEEN STEWART ST AND VIRGINIA ST,Denny Triangle,North,47.61671369,-122.33418299,5,240.0,1
TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,First Hill,,47.604950115,-122.322665395,13,120.0,2
TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,First Hill,,47.61148793,-122.32872707,10,120.0,1
TERRY AVE BETWEEN VIRGINIA ST AND LENORA ST,Denny Triangle,North,47.61744565,-122.33553330000001,7,240.0,2
TERRY AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,South,47.61911578,-122.33727883,9,120.0,1
TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.622621175000006,-122.33714694,15,120.0,2
TERRY AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.62027821,-122.33727531,7,120.0,1
TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,South Lake Union,South,47.62387746,-122.337126815,20,120.0,2
TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.621447285,-122.337166475,12,120.0,2
THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,South,47.62080468,-122.34042534,7,600.0,1
THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,South,47.620873865,-122.33914245,15,120.0,2
THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,South Lake Union,South,47.62078405,-122.33510817,11,120.0,1
THOMAS ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,South,47.62080932,-122.34170543,4,120.0,1
THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,South,47.620822405,-122.33363133,11,120.0,2
THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,South Lake Union,South,47.620818135,-122.33234005,11,120.0,2
THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,South Lake Union,South,47.620818729999996,-122.33104846,14,120.0,2
THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,South Lake Union,South,47.620859370000005,-122.33646776,9,600.0,2
THOMAS ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,South,47.62093987,-122.33776217,1,120.0,1
THOMAS ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,South,47.62076448,-122.3297844,5,120.0,1
UNION ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,Retail,47.60848168,-122.33737977,4,120.0,1
UNION ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Retail,47.60892503,-122.33627399,4,120.0,1
UNION ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Retail,47.60939858,-122.33515851,5,120.0,1
UNION ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Retail,47.60986131,-122.33407591,3,120.0,1
UNION ST BETWEEN 6TH AVE AND 7TH AVE,Commercial Core,Retail,47.61031904,-122.33297464,6,120.0,1
UNION ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,,47.61268211,-122.327372,7,120.0,1
UNION ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.61219682,-122.32852377,8,120.0,1
UNION ST BETWEEN WESTERN AVE AND POST AL,Commercial Core,Waterfront,47.60753777,-122.33993334,3,120.0,1
UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,Commercial Core,Retail,47.60706452,-122.337647925,12,120.0,2
UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,Retail,47.60748915,-122.33646207,3,120.0,1
UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Retail,47.60806691,-122.33548167,3,120.0,1
UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Retail,47.608456245,-122.33428652,5,120.0,2
UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Retail,47.60897622,-122.33327978,3,120.0,1
UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,,47.61077593,-122.328777645,10,120.0,2
UNIVERSITY ST BETWEEN ALASKAN WAY AND WESTERN AVE,Commercial Core,Waterfront,47.60620503,-122.33967928499999,5,120.0,2
UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,,47.611729909999994,-122.3265162,10,120.0,2
UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,First Hill,,47.612180575,-122.325431195,18,120.0,2
UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,First Hill,,47.612637015000004,-122.32430922,19,120.0,2
UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.611245874999994,-122.327653965,13,120.0,2
UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,University District,Core,47.655655949999996,-122.31327285500001,8,120.0,2
UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,University District,Core,47.65753657,-122.31314236,7,120.0,1
UNIVERSITY WAY NE BETWEEN NE 42ND ST AND NE 43RD ST,University District,Core,47.659019415,-122.313188685,21,120.0,2
UNIVERSITY WAY NE BETWEEN NE 43RD ST AND NE 45TH ST,University District,Core,47.660502865,-122.31315179500001,12,120.0,2
UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,University District,Core,47.662165525000006,-122.313115935,22,120.0,2
UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,University District,Core,47.664003085000004,-122.313085825,25,120.0,2
UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,University District,Core,47.656485255,-122.313253135,11,120.0,2
UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,University District,Core,47.65439843,-122.31330532999999,28,120.0,2
VALLEY ST BETWEEN 6TH AVE N AND AURORA AVE N,Uptown,,47.62631375,-122.34427177,5,240.0,1
VALLEY ST BETWEEN AURORA AVE N AND DEXTER AVE N,South Lake Union,North,47.626264185,-122.34288922,15,600.0,2
VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,South Lake Union,North,47.62564061,-122.33517116,7,600.0,1
VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,North,47.626261715,-122.34167618999999,22,600.0,2
VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,North,47.62587776,-122.33348049,15,600.0,1
VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,South Lake Union,North,47.625973385,-122.331674385,21,120.0,2
VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD,South Lake Union,North,47.62564256,-122.33666877,6,120.0,1
VALLEY ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,North,47.62564186,-122.33788753,6,600.0,1
VINE ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,North,47.61560733,-122.349219205,14,240.0,2
VINE ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,North,47.616251094999996,-122.34837665,9,240.0,2
VINE ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,North,47.616901925,-122.34753273,20,240.0,2
VINE ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,North,47.61758446,-122.346677665,12,240.0,2
VINE ST BETWEEN 5TH AVE AND DENNY WAY,Belltown,North,47.61819148,-122.34572231,6,240.0,1
VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,Belltown,North,47.613649415,-122.351758545,9,240.0,2
VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,North,47.61431849,-122.35103705,7,240.0,1
VINE ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,North,47.614934925,-122.35008845,11,240.0,2
VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,South,47.611431675000006,-122.34216129,12,120.0,2
VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,South,47.61280657,-122.34051486,9,120.0,1
VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,South,47.61342699,-122.339577805,11,120.0,2
VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,Belltown,South,47.61411105,-122.33882237,9,120.0,1
VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,South,47.61544257,-122.3370847,3,120.0,1
VIRGINIA ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,North,47.61676587,-122.335373,5,240.0,1
VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,Denny Triangle,North,47.61799607,-122.33351256,3,240.0,1
VIRGINIA ST BETWEEN PIKE PL AND POST AL,Belltown,South,47.61060651,-122.34332623,3,120.0,1
W HARRISON ST BETWEEN 1ST AVE W AND 2ND AVE W,Uptown,,47.6220717,-122.35868568,5,240.0,1
W HARRISON ST BETWEEN 2ND AVE W AND 3RD AVE W,Uptown,,47.62207629,-122.35998542,4,240.0,1
W HARRISON ST BETWEEN 3RD AVE W AND 4TH AVE W,Uptown,,47.622126065,-122.361297265,13,240.0,2
W HARRISON ST BETWEEN 4TH AVE W AND ELLIOTT AVE W,Uptown,,47.62207583,-122.36222526,2,240.0,1
W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,Uptown,,47.62205051,-122.35736855,6,240.0,1
W JOHN ST BETWEEN 1ST AVE W AND 2ND AVE W,Uptown,,47.61978224,-122.35870339499999,10,240.0,2
W JOHN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,Uptown,,47.619775015,-122.35741788000001,8,240.0,2
W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,Uptown,,47.624588445,-122.35864636,12,240.0,2
W MERCER ST BETWEEN 2ND AVE W AND 3RD AVE W,Uptown,,47.62459538,-122.359972825,11,240.0,2
W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,Uptown,,47.624585275,-122.35736044000001,6,120.0,2
W REPUBLICAN ST BETWEEN 1ST AVE W AND 2ND AVE W,Uptown,,47.62324243,-122.35868143,8,240.0,1
W REPUBLICAN ST BETWEEN 2ND AVE W AND 3RD AVE W,Uptown,,47.623287965,-122.35998324,8,240.0,2
W REPUBLICAN ST BETWEEN 3RD AVE W AND 4TH AVE W,Uptown,,47.62325752,-122.36128949,1,120.0,1
W REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,Uptown,,47.623279185,-122.35739727,9,120.0,2
W ROY ST BETWEEN 1ST AVE W AND 2ND AVE W,Uptown,,47.62578127,-122.35863819,4,240.0,1
W ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,Uptown,,47.62577671,-122.35741855,6,240.0,1
W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,Uptown,,47.62094843,-122.35869479499999,17,240.0,2
W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,Uptown,,47.62095314,-122.359999945,14,240.0,2
W THOMAS ST BETWEEN 3RD AVE W AND ELLIOTT N AVE W,Uptown,,47.620958505000004,-122.360966285,3,240.0,2
